Week_Start,Year,Week_Number,point_id,district,Latitude,Longitude,NDVI,Rainfall_Current,Temperature_Current,NDVI_lag_1,NDVI_lag_2,NDVI_lag_3,NDVI_lag_4,NDVI_lag_8,NDVI_change_1w,NDVI_change_2w,NDVI_change_4w,Rainfall_lag_1,Rainfall_lag_2,Rainfall_lag_4,Rainfall_rolling_2w,Rainfall_rolling_4w,Rainfall_rolling_8w,Temperature_lag_1,Temperature_lag_2,Temperature_lag_4,Temperature_rolling_2w,Temperature_rolling_4w,Temperature_rolling_8w,Week_Of_Year,Month,Day_Of_Year,Year_Index,Week_Sin,Week_Cos,Month_Sin,Month_Cos,Latitude.1,Longitude.1,NDVI_next_week
2017-01-01,2017,1.0,P089,Nagpur,21.165377,78.706152,0.2721253037452698,0.0,19.88178959801093,,,,,,,,,,,,,,,,,,,,,52,1,1,0,6.432490598706546e-16,1.0,0.4999999999999999,0.8660254037844387,21.165377,78.706152,0.2751028537750244
2017-01-01,2017,1.0,P156,Wardha,20.80675,78.601355,0.5389270186424255,2.7699108123779297,20.77258898417153,,,,,,,,,,,,,,,,,,,,,52,1,1,0,6.432490598706546e-16,1.0,0.4999999999999999,0.8660254037844387,20.80675,78.601355,0.3189022541046142
2017-01-01,2017,1.0,P157,Wardha,20.710313,78.88671,0.5425956845283508,0.0,21.067766625540628,,,,,,,,,,,,,,,,,,,,,52,1,1,0,6.432490598706546e-16,1.0,0.4999999999999999,0.8660254037844387,20.710313,78.88671,0.6165449619293213
2017-01-22,2017,4.0,P017,Bhandara,21.046132,79.855762,0.3256397247314453,0.0,22.60343077523368,,0.3918245136737823,,,,,-0.0661847889423369,,6.7469871044158936,0.0,,6.7469871044158936,,,21.744928341820128,19.167783174060617,,20.45635575794037,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.046132,79.855762,0.3200836777687073
2017-01-22,2017,4.0,P018,Bhandara,21.318971,79.768529,0.4507506489753723,0.0,22.659176217942047,,0.3524982929229736,,,,,0.0982523560523987,,0.0,0.0,,0.0,,,21.773922947474887,19.09605233328688,,20.43498764038088,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.318971,79.768529,0.5339673757553101
2017-01-22,2017,4.0,P019,Bhandara,21.409009,79.771449,0.4874590933322906,3.2560369968414307,22.514714722406325,,0.5758468508720398,,,,,-0.0883877575397492,,0.0,2.7717647552490234,,2.7717647552490234,,,21.611755443754703,18.82673034667971,,20.219242895217207,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.409009,79.771449,0.3743974268436432
2017-01-22,2017,4.0,P020,Bhandara,21.144197,79.57075,0.577104389667511,0.0,22.74529972984675,,0.569523811340332,,,,,0.0075805783271789,,2.879113912582397,3.38726019859314,,6.266374111175537,,,21.89565611339748,19.262056332542784,,20.57885622297013,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.144197,79.57075,0.678145706653595
2017-01-22,2017,4.0,P029,Chandrapur,20.323178,79.928294,0.3615672588348388,0.0,23.507623018537345,,,,,,,,,0.0,0.0,,0.0,,,22.649318222772536,20.137346976143988,,21.39333259945826,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,20.323178,79.928294,0.322887510061264
2017-01-22,2017,4.0,P030,Chandrapur,20.608721,79.36304,0.3923337161540985,0.0,23.34944314502542,,,,,,,,,0.0,0.0,,0.0,,,22.43027757917133,19.986851719447543,,21.20856464930944,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,20.608721,79.36304,0.3286863267421722
2017-01-22,2017,4.0,P031,Chandrapur,20.51116,79.647326,0.2659826278686523,2.0069737434387207,23.393190819876565,,,,,,,,,0.0,3.3327200412750244,,3.3327200412750244,,,22.61426660446898,20.19718468075706,,21.40572564261302,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,20.51116,79.647326,0.2880174219608307
2017-01-22,2017,4.0,P032,Chandrapur,20.598621,79.745698,0.4766558110713959,2.501142263412476,23.41546574547175,,,,,,,,,0.0,2.5765087604522705,,2.5765087604522705,,,22.63113555908205,20.211449468703563,,21.42129251389281,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,20.598621,79.745698,0.4075608551502228
2017-01-22,2017,4.0,P037,Garhchiroli,19.963057,79.916981,0.4224109649658203,4.0621867179870605,24.29753419785272,,,,,,,,,2.516096830368042,0.0,,2.516096830368042,,,23.24957863943922,20.926223464239285,,22.087901051839253,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,19.963057,79.916981,0.3754740953445434
2017-01-22,2017,4.0,P038,Garhchiroli,19.062661,79.889772,0.3901430964469909,3.976039409637451,24.950168591453973,,,,,,,,,0.0,3.817148447036743,,3.817148447036743,,,23.41515248616537,22.39584539504284,,22.905498940604105,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,19.062661,79.889772,0.3489808440208435
2017-01-22,2017,4.0,P039,Garhchiroli,19.51027,79.998137,0.4449877738952636,4.555681228637695,25.328028524489696,,,,,,,,,2.920306921005249,0.0,,2.920306921005249,,,23.8914940970285,22.20890343075712,,23.05019876389281,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,19.51027,79.998137,0.4263945519924164
2017-01-22,2017,4.0,P040,Garhchiroli,19.870365,80.009351,0.315321147441864,4.716365814208984,24.6949137551444,,,,,,,,,0.0,2.0843091011047363,,2.0843091011047363,,,23.572553434826148,21.330741228376155,,22.45164733160115,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,19.870365,80.009351,0.3118418753147125
2017-01-22,2017,4.0,P041,Gondiya,21.12764,80.146504,0.2741617262363434,0.0,22.75748350960868,,0.3152057230472564,,,,,-0.041043996810913,,3.0314669609069824,2.6741397380828857,,5.705606698989868,,,21.87150944301061,19.06822030203688,,20.469864872523743,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.12764,80.146504,0.2388546615839004
2017-01-22,2017,4.0,P042,Gondiya,21.397598,80.155918,0.4873756766319275,3.314719915390014,22.372555124192047,,0.4914610981941223,,,,,-0.0040854215621948,,0.0,3.5821454524993896,,3.5821454524993896,,,21.500485447474887,18.75112813313808,,20.125806790306484,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.397598,80.155918,0.4281212985515594
2017-01-22,2017,4.0,P043,Gondiya,21.574549,80.258472,0.35673388838768,0.0,21.87418272835868,,0.3195310533046722,,,,,0.0372028350830078,,0.0,8.567557334899902,,8.567557334899902,,,21.07748275030229,18.36313055129284,,19.720306650797568,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.574549,80.258472,0.3363833427429199
2017-01-22,2017,4.0,P044,Gondiya,21.211649,80.341532,0.3457382917404175,3.0696938037872314,22.24661343892421,,0.3572865724563598,,,,,-0.0115482807159423,,0.0,3.3522965908050537,,3.3522965908050537,,,21.47589699881422,18.71836678641188,,20.09713189261305,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.211649,80.341532,0.3331560790538788
2017-01-22,2017,4.0,P086,Nagpur,21.054127,79.56799,0.4719288349151611,0.0,22.60695337568012,,0.630094051361084,,,,,-0.1581652164459229,,2.8068859577178955,2.736882209777832,,5.543768167495728,,,21.736767069498683,19.22969026111423,,20.483228665306456,,,3,1,22,0,0.3546048870425356,0.9350162426854148,0.4999999999999999,0.8660254037844387,21.054127,79.56799,0.3953974843025207
