point_id,district,Year,Week_Number,Week_Start,Latitude,Longitude,NDVI,NDVI_next_week,Rainfall_Current,Temperature_Current,NDVI_change_1w,NDVI_change_2w,NDVI_change_4w
P143,Satara,2024,50.0,2024-12-09,17.703795,74.646828,0.8511678576469421,0.9629963636398317,0.0,22.52648215520957,,0.5605944991111755,
P160,Washim,2024,4.0,2024-01-22,20.289186,77.154042,0.8472585082054138,0.9608883261680604,0.0,20.56581268310549,0.052642822265625,-0.0006871223449707,0.0076133608818054
P051,Jalgaon,2024,12.0,2024-03-18,21.112064,76.106822,0.8251816630363464,0.9580938220024108,0.0,28.686016882033584,-0.0635305643081665,-0.0580974221229553,-0.0658907890319824
P051,Jalgaon,2018,14.0,2018-04-02,21.112064,76.106822,0.9053781032562256,0.9556630253791808,0.0,31.857708685738714,0.023870050907135,,0.1395846009254455
