Year,Samples,CHIRPS_MAE,GSMaP_MAE,GSMaP_minus_CHIRPS_MAE,CHIRPS_RMSE,GSMaP_RMSE,GSMaP_minus_CHIRPS_RMSE,CHIRPS_R2,GSMaP_R2,GSMaP_minus_CHIRPS_R2
2024,4197,0.044226082188138414,0.04418576752223177,-4.0314665906641955e-05,0.07185571093160076,0.07168063195411636,-0.00017507897748439416,0.8825116243105552,0.8830834559704456,0.0005718316598903872
2025,4287,0.04207463235290062,0.04199172143188231,-8.291092101830877e-05,0.06547728060869447,0.06533889407913653,-0.0001383865295579434,0.9078259526074266,0.9082151614095365,0.00038920880210990827
