variable,Q1,Q3,IQR,lower_bound,upper_bound,outlier_count,outlier_percent
NDVI,0.1885255575180053,0.5290009379386902,0.3404753804206849,-0.3221875131130222,1.0397140085697176,104,0.23018525486377017
Rainfall_mm,0.0,27.620584011077884,27.620584011077884,-41.43087601661683,69.05146002769472,8380,10.722145452684375
Temperature_C,23.501728652772442,27.806747236705974,4.305018583933531,17.044200776872145,34.26427511260627,2077,2.657505501816879
