system:index,ERA5_Days,Temperature_C,Temperature_Valid,Week_End,Week_Number,Week_Start,Year,dataset,district,latitude,longitude,point_id,region_type,sampling_priority,study_area,temperature_source,.geo
0_00000000000000000092,7,22.298641549973297,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.927231643141155,73.94769852026607,P147,case_study,case_study,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003c,7,24.747186006818538,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.507855650411397,76.91766048140843,P061,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003d,7,24.13640429178878,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.422405896924207,76.3487594508077,P062,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003e,7,24.320265433901852,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.235391198742693,77.05646783810116,P063,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000003f,7,24.12577836172926,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.193056493341274,76.77240080549139,P064,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000040,7,24.023739206223297,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.331355512513895,76.44266811899327,P065,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000041,7,23.979189355032815,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.104739537876725,76.5352970251765,P066,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000042,7,24.320265433901852,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.280552974211986,77.0569984711265,P067,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000043,7,24.224980835687575,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.101823285787773,76.86595720469373,P068,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000044,7,25.358560634794685,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.595075667016793,77.20284228928156,P069,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000045,7,25.00469623747324,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.41499041187233,77.15322587185987,P070,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000046,7,24.01985620771137,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.149138807065885,76.63019561379593,P071,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000047,7,24.12490643092565,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.283393421583035,76.77331492120734,P072,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000048,7,24.226620065598297,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,17.966315663874607,76.86453029235662,P073,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000049,7,24.64386801946739,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.50832831512306,76.870318205524,P074,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004a,7,25.257637550717334,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.41444640154381,77.20053247493588,P075,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004b,7,23.738396944318538,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.377877313804504,76.25376722106614,P076,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004c,7,24.044491159348297,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.059564385104267,76.5349046242838,P077,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004d,7,24.296793056669742,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.1008824154655,76.96042326051098,P078,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004e,7,25.16273660205667,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.73508698099394,76.77797468180819,P079,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000004f,7,24.13640429178878,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.46791548227568,76.3017694439065,P080,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000050,7,24.01985620771137,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.10355787609756,76.67701617485712,P081,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000051,7,24.06523148672926,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.23907887531389,76.67830931416262,P082,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000052,7,24.69636987958637,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.369289085175563,77.19996171000103,P083,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000053,7,24.320404942830407,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.46362582706226,76.82249880582684,P084,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000054,7,24.12577836172926,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Latur,18.14788579966987,76.77194597718393,P085,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000079,7,21.82851971217565,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.88145897082753,73.8441448165019,P122,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007a,7,22.337401780628,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.386414030975025,74.27088970551878,P123,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007b,7,23.162759853544742,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.43262815429294,74.647353771057,P124,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007c,7,22.487257621401852,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.56734651531964,74.31728219287884,P125,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007d,7,22.532946795508963,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.205080227535593,74.13053949986157,P126,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007e,7,22.53426050458637,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.65773249367299,74.31694330119876,P127,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000007f,7,24.892205538068538,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,18.019949731345452,74.5517328080669,P128,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000080,7,23.38721809387215,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,18.063234225271252,74.03192648006461,P129,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000081,7,22.470458421253,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.61135784271715,74.03436560834085,P130,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000082,7,22.53426050458637,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.612539504496315,74.3171127470388,P131,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000083,7,22.398378808157815,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.702176353872684,74.12817617630324,P132,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000084,7,22.424083328247093,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.25006363896275,74.08329532420031,P133,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000085,7,22.257753808157815,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.476429903940936,74.17634784498362,P134,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000086,7,22.210204515003,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.882716437324603,74.0801070669471,P135,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000087,7,23.868268131074444,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.928520323345598,74.22149178404871,P136,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000088,7,22.209960374378,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.746687100588183,73.98648378122894,P137,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000089,7,22.53426050458637,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.61269557303319,74.36423652697161,P138,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008a,7,22.470458421253,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.656773786946495,74.08126197411994,P139,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008b,7,24.572916103544742,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.97464080554139,74.50462240543725,P140,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008c,7,22.254312587919685,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.430826677467348,74.08239904488856,P141,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008d,7,24.451938610985223,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,18.064447100757786,74.31538707493111,P142,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000008e,7,23.971772130330407,1,2025-07-09,27.0,2025-07-02,2025,ERA5-Land Temperature,Satara,17.70379500755509,74.6468275971327,P143,priority,high,Maharashtra,ERA5-Land Daily Aggregated,"{""type"":""MultiPoint"",""coordinates"":[]}"
