Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,Rainfall_mm,Rainfall_Valid,CHIRPS_Days,rainfall_source,study_area,dataset
2023-07-02,2023-07-09,27.0,2023,P147,17.927231643141155,73.94769852026607,Satara,case_study,case_study,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P061,18.507855650411397,76.91766048140843,Latur,high,priority,108.34351539611816,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P062,18.422405896924207,76.3487594508077,Latur,high,priority,80.25253391265869,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P063,18.235391198742693,77.05646783810116,Latur,high,priority,104.82717037200928,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P064,18.193056493341274,76.77240080549139,Latur,high,priority,108.07292938232422,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P065,18.331355512513895,76.44266811899327,Latur,high,priority,93.55971240997314,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P066,18.104739537876725,76.5352970251765,Latur,high,priority,105.96692276000977,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P067,18.280552974211986,77.0569984711265,Latur,high,priority,104.69933891296387,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P068,18.101823285787773,76.86595720469373,Latur,high,priority,96.32173252105713,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P069,18.595075667016793,77.20284228928156,Latur,high,priority,94.45447492599487,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P070,18.41499041187233,77.15322587185987,Latur,high,priority,108.25168228149414,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P071,18.149138807065885,76.63019561379593,Latur,high,priority,107.03562259674072,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P072,18.283393421583035,76.77331492120734,Latur,high,priority,110.00244045257568,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P073,17.966315663874607,76.86453029235662,Latur,high,priority,64.66982936859131,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P074,18.50832831512306,76.870318205524,Latur,high,priority,103.63121891021729,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P075,18.41444640154381,77.20053247493588,Latur,high,priority,97.21574592590332,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P076,18.377877313804504,76.25376722106614,Latur,high,priority,68.57930374145508,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P077,18.059564385104267,76.5349046242838,Latur,high,priority,105.84304809570312,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P078,18.1008824154655,76.96042326051098,Latur,high,priority,69.80796575546265,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P079,18.73508698099394,76.77797468180819,Latur,high,priority,85.56743621826172,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P080,18.46791548227568,76.3017694439065,Latur,high,priority,70.80586433410645,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P081,18.10355787609756,76.67701617485712,Latur,high,priority,100.8933048248291,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P082,18.23907887531389,76.67830931416262,Latur,high,priority,112.8208875656128,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P083,18.369289085175563,77.19996171000103,Latur,high,priority,106.06400299072266,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P084,18.46362582706226,76.82249880582684,Latur,high,priority,99.7807846069336,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P085,18.14788579966987,76.77194597718393,Latur,high,priority,96.98452186584473,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P122,17.88145897082753,73.8441448165019,Satara,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P123,17.386414030975025,74.27088970551878,Satara,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P124,17.43262815429294,74.647353771057,Satara,high,priority,35.929107666015625,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P125,17.56734651531964,74.31728219287884,Satara,high,priority,58.37110137939453,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P126,17.205080227535593,74.13053949986157,Satara,high,priority,42.48834991455078,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P127,17.65773249367299,74.31694330119876,Satara,high,priority,77.87906646728516,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P128,18.019949731345452,74.5517328080669,Satara,high,priority,53.726837158203125,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P129,18.063234225271252,74.03192648006461,Satara,high,priority,106.48101043701172,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P130,17.61135784271715,74.03436560834085,Satara,high,priority,84.36776733398438,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P131,17.612539504496315,74.3171127470388,Satara,high,priority,68.20333099365234,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P132,17.702176353872684,74.12817617630324,Satara,high,priority,81.93799781799316,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P133,17.25006363896275,74.08329532420031,Satara,high,priority,68.07535552978516,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P134,17.476429903940936,74.17634784498362,Satara,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P135,17.882716437324603,74.0801070669471,Satara,high,priority,90.46485900878906,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P136,17.928520323345598,74.22149178404871,Satara,high,priority,48.76125717163086,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P137,17.746687100588183,73.98648378122894,Satara,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P138,17.61269557303319,74.36423652697161,Satara,high,priority,66.04243278503418,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P139,17.656773786946495,74.08126197411994,Satara,high,priority,94.28752899169922,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P140,17.97464080554139,74.50462240543725,Satara,high,priority,65.24686050415039,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P141,17.430826677467348,74.08239904488856,Satara,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P142,18.064447100757786,74.31538707493111,Satara,high,priority,80.95951080322266,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P143,17.70379500755509,74.6468275971327,Satara,high,priority,62.928504943847656,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P144,17.929452275465767,74.50474726026674,Satara,high,priority,68.32147407531738,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P145,17.47773196144854,74.60017202281048,Satara,high,priority,51.04236030578613,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P146,17.839182233739812,74.55218763637436,Satara,high,priority,78.2910623550415,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P001,19.940457800458272,74.57045211428928,Ahmednagar,normal,statewide,36.00080919265747,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P002,18.946729294293643,74.76302285238339,Ahmednagar,normal,statewide,53.28172969818115,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P003,18.49469238410162,74.66892244285252,Ahmednagar,normal,statewide,46.52537727355957,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P004,19.03720445466806,75.1420731965326,Ahmednagar,normal,statewide,46.07963180541992,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P005,20.832153156317954,77.06560453615967,Akola,normal,statewide,61.15412092208862,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P006,20.834360411339407,76.87349308547405,Akola,normal,statewide,67.2920446395874,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P007,21.014976299509232,76.87574047240498,Akola,normal,statewide,65.67570114135742,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P008,20.828434266039377,77.35372489162701,Akola,normal,statewide,69.86785793304443,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P009,21.360971327549258,77.94039543992572,Amravati,normal,statewide,97.93868827819824,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P010,21.178803672212837,78.03301542790685,Amravati,normal,statewide,105.43277263641357,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P011,20.814388097721018,78.21764450702477,Amravati,normal,statewide,108.65467643737793,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P012,21.180502589714195,77.93681032267875,Amravati,normal,statewide,98.72512245178223,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P013,20.031289688916964,74.8570519162974,Aurangabad,normal,statewide,38.46944856643677,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P014,19.760185263069562,75.14270192978114,Aurangabad,normal,statewide,45.75213813781738,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P015,19.9408189876436,74.76157364454102,Aurangabad,normal,statewide,37.20468521118164,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P016,19.66981712112043,75.14262166596218,Aurangabad,normal,statewide,42.93673610687256,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P017,21.04613203856966,79.85576216552393,Bhandara,normal,statewide,109.5212230682373,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P018,21.31897105472685,79.76852877161537,Bhandara,normal,statewide,106.62680840492249,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P019,21.40900922319803,79.77144948280537,Bhandara,normal,statewide,104.8415584564209,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2023-07-02,2023-07-09,27.0,2023,P020,21.144196588937042,79.57074980349083,Bhandara,normal,statewide,116.66438436508179,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
