Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,Rainfall_mm,Rainfall_Valid,CHIRPS_Days,rainfall_source,study_area,dataset
2022-07-02,2022-07-09,27.0,2022,P147,17.927231643141155,73.94769852026607,Satara,case_study,case_study,70.31853485107422,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P061,18.507855650411397,76.91766048140843,Latur,high,priority,117.24600267410278,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P062,18.422405896924207,76.3487594508077,Latur,high,priority,86.0420389175415,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P063,18.235391198742693,77.05646783810116,Latur,high,priority,92.46604633331299,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P064,18.193056493341274,76.77240080549139,Latur,high,priority,103.50296974182129,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P065,18.331355512513895,76.44266811899327,Latur,high,priority,83.53089237213135,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P066,18.104739537876725,76.5352970251765,Latur,high,priority,93.7856068611145,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P067,18.280552974211986,77.0569984711265,Latur,high,priority,90.46453189849854,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P068,18.101823285787773,76.86595720469373,Latur,high,priority,81.49680376052856,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P069,18.595075667016793,77.20284228928156,Latur,high,priority,107.9989242553711,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P070,18.41499041187233,77.15322587185987,Latur,high,priority,109.21560955047607,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P071,18.149138807065885,76.63019561379593,Latur,high,priority,92.33815145492554,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P072,18.283393421583035,76.77331492120734,Latur,high,priority,99.8958215713501,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P073,17.966315663874607,76.86453029235662,Latur,high,priority,72.3430290222168,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P074,18.50832831512306,76.870318205524,Latur,high,priority,117.96171283721924,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2022-07-02,2022-07-09,27.0,2022,P075,18.41444640154381,77.20053247493588,Latur,high,priority,104.6709942817688,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
