Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,Rainfall_mm,Rainfall_Valid,CHIRPS_Days,rainfall_source,study_area,dataset
2021-01-01,2021-01-08,1.0,2021,P001,19.940457800458272,74.57045211428928,Ahmednagar,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P002,18.946729294293643,74.76302285238339,Ahmednagar,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P003,18.49469238410162,74.66892244285252,Ahmednagar,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P004,19.03720445466806,75.1420731965326,Ahmednagar,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P005,20.83215315631795,77.06560453615967,Akola,normal,statewide,2.9896600246429443,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P006,20.834360411339407,76.87349308547405,Akola,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P007,21.014976299509232,76.87574047240498,Akola,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P008,20.828434266039377,77.35372489162701,Akola,normal,statewide,3.0009002685546875,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P009,21.360971327549255,77.94039543992572,Amravati,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P010,21.178803672212837,78.03301542790685,Amravati,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P011,20.814388097721015,78.21764450702477,Amravati,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P012,21.180502589714195,77.93681032267875,Amravati,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P013,20.031289688916964,74.8570519162974,Aurangabad,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P014,19.76018526306956,75.14270192978114,Aurangabad,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P015,19.9408189876436,74.76157364454102,Aurangabad,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P016,19.66981712112043,75.14262166596218,Aurangabad,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P017,21.04613203856966,79.85576216552393,Bhandara,normal,statewide,3.254692554473877,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P018,21.31897105472685,79.76852877161537,Bhandara,normal,statewide,2.862642288208008,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P019,21.40900922319803,79.77144948280537,Bhandara,normal,statewide,3.4342293739318848,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P020,21.14419658893704,79.57074980349083,Bhandara,normal,statewide,3.4444522857666016,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P021,18.67502288980403,75.52108340877234,Bid,normal,statewide,3.098052501678467,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P022,18.856499384477168,75.04699178476999,Bid,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P023,19.126596053486494,75.6175605191647,Bid,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P024,18.763955201213943,75.90084720909012,Bid,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P025,20.93073496240753,76.20164478885242,Buldana,normal,statewide,2.464167594909668,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P026,20.838939908121297,76.39311412898633,Buldana,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P027,20.65747679075131,76.48742857536776,Buldana,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P028,20.47967013624516,76.10222021266374,Buldana,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P029,20.32317798477448,79.92829390325927,Chandrapur,normal,statewide,2.328080654144287,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P030,20.60872097983294,79.36304041732026,Chandrapur,normal,statewide,5.176770210266113,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P031,20.511160307884595,79.64732594588165,Chandrapur,normal,statewide,5.847454071044922,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P032,20.598621115946884,79.74569817422172,Chandrapur,normal,statewide,5.545733213424683,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P033,21.38667804512237,75.14422248324037,Dhule,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P034,21.025151968113196,74.75989256344387,Dhule,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P035,21.477028350667293,74.85568743137505,Dhule,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P036,20.933820660336515,74.37533522949364,Dhule,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P037,19.963056524597132,79.91698116388667,Garhchiroli,normal,statewide,2.9082086086273193,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P038,19.062661462582188,79.88977172925856,Garhchiroli,normal,statewide,4.087122440338135,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P039,19.510270485428137,79.9981368030594,Garhchiroli,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P040,19.870365190999156,80.00935144220881,Garhchiroli,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P041,21.1276399467256,80.1465044724107,Gondiya,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P042,21.397598383602254,80.15591763473452,Gondiya,normal,statewide,4.248505115509033,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P043,21.57454889070615,80.25847249986273,Gondiya,normal,statewide,5.777820110321045,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P044,21.211649410572516,80.34153217518526,Gondiya,normal,statewide,3.272533416748047,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P045,19.655900266732623,77.2407892392464,Hingoli,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P046,19.566758377573187,77.1442675378435,Hingoli,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P047,19.47860194974656,76.9526242927685,Hingoli,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P048,19.927981235710728,77.14910120338544,Hingoli,normal,statewide,2.6126978397369385,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P049,21.292738163229433,76.10816865346904,Jalgaon,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P050,21.386178625804387,75.43363151891216,Jalgaon,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P051,21.112064306745907,76.10682200495089,Jalgaon,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P052,20.84443797972019,75.23982115072519,Jalgaon,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P053,19.486369703781666,76.00005328932718,Jalna,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P054,20.028502750758555,76.00343774702675,Jalna,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P055,19.75743845682064,76.00172991132328,Jalna,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P056,19.57768317515413,75.80993951591351,Jalna,normal,statewide,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P057,16.776377793156257,74.29671235971928,Kolhapur,normal,statewide,1.0457031726837158,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P058,16.324416687682138,74.29834884980589,Kolhapur,normal,statewide,1.175648212432861,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P059,16.595891218916975,74.39111598812178,Kolhapur,normal,statewide,0.7348178029060364,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P060,16.414811584237594,74.29802779453004,Kolhapur,normal,statewide,0.9784500002861024,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P061,18.507855650411397,76.91766048140843,Latur,high,priority,2.5975453853607178,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
2021-01-01,2021-01-08,1.0,2021,P062,18.422405896924207,76.3487594508077,Latur,high,priority,0.0,1,7,CHIRPS Daily v2.0,Maharashtra,CHIRPS Rainfall
