Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,NDVI,Rainfall_mm,Temperature_C
2026-07-23,2026-07-30,30,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,,43.47792012989521,24.37571387518028
2026-07-30,2026-08-06,31,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,,41.26886346191168,24.433508991059796
2026-08-06,2026-08-13,32,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,0.5641096830368042,18.97178292274475,24.862773877098505
2026-08-13,2026-08-20,33,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,,4.734583854675293,24.55590736752464
2026-08-20,2026-08-27,34,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,,16.649150997400284,24.792520232427705
2026-08-27,2026-09-03,35,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,0.6907020807266235,5.446949638426304,24.69535871233262
2026-09-03,2026-09-10,36,2026,P063,18.235389972146614,77.05646593092125,Latur,high,priority,,3.1083181723952293,24.360303497314476
2026-06-18,2026-06-25,25,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,0.10293012857437134,3.8690282851457596,29.778898675101175
2026-06-25,2026-07-02,26,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,37.96556754410267,25.29226573762446
2026-07-02,2026-07-09,27,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,12.324095211923122,24.113110206240663
2026-07-09,2026-07-16,28,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,2.7723682895302773,25.83125039963494
2026-07-16,2026-07-23,29,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,66.59579915553331,24.226579103015695
2026-07-23,2026-07-30,30,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,27.787586584687233,24.29732148306715
2026-07-30,2026-08-06,31,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,35.137473434209824,24.31541468302413
2026-08-06,2026-08-13,32,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,0.4172535240650177,18.946123749017715,24.693084516979354
2026-08-13,2026-08-20,33,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,6.297239780426025,24.459971727643733
2026-08-20,2026-08-27,34,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,10.491201549768448,24.74276204790391
2026-08-27,2026-09-03,35,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,0.4802631437778473,3.4048377573490143,24.65910964239214
2026-09-03,2026-09-10,36,2026,P064,18.19305465477912,76.77240087437879,Latur,high,priority,,3.0808936059474945,24.268181101481105
2026-06-18,2026-06-25,25,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,0.5593152642250061,2.266599915921688,29.606454013642804
2026-06-25,2026-07-02,26,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,44.64835062623024,25.359276526314886
2026-07-02,2026-07-09,27,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,5.589311197400093,23.916809517996683
2026-07-09,2026-07-16,28,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,4.00525276362896,25.71848068237307
2026-07-16,2026-07-23,29,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,56.59867166727781,24.126609329950213
2026-07-23,2026-07-30,30,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,0.37845999002456665,15.035408936440945,24.254573622204077
2026-07-30,2026-08-06,31,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,29.75845730304718,24.169476717994314
2026-08-06,2026-08-13,32,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,8.564327955245972,24.509176871890133
2026-08-13,2026-08-20,33,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,6.545674696564674,24.29458389282229
2026-08-20,2026-08-27,34,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,0.6453936100006104,7.213336952030659,24.620017442249207
2026-08-27,2026-09-03,35,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,,2.7218050733208656,24.513276309058767
2026-09-03,2026-09-10,36,2026,P065,18.3313574066324,76.44266953714255,Latur,high,priority,0.5412353873252869,1.0781823247671127,24.177564239501976
2026-06-18,2026-06-25,25,2026,P066,18.10473904318114,76.53529573488291,Latur,high,priority,0.235807865858078,2.1657121181488037,29.520574642363044
2026-06-25,2026-07-02,26,2026,P066,18.10473904318114,76.53529573488291,Latur,high,priority,,39.760984010994434,25.16731224060061
2026-07-02,2026-07-09,27,2026,P066,18.10473904318114,76.53529573488291,Latur,high,priority,,8.821818880736828,23.914961024693127
