Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,NDVI,Rainfall_mm,Temperature_C
2026-06-18,2026-06-25,25,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,0.25101032853126526,11.58830976486206,30.285560226440452
2026-06-25,2026-07-02,26,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,37.5541969537735,26.093500391642294
2026-07-02,2026-07-09,27,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,7.562757298350334,25.031276593889515
2026-07-09,2026-07-16,28,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,0.42035503685474396,26.93869552612307
2026-07-16,2026-07-23,29,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,62.73318571597338,25.249911971319307
2026-07-23,2026-07-30,30,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,22.48306966573,25.196456527709984
2026-07-30,2026-08-06,31,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,69.46390693634748,25.099501364571722
2026-08-06,2026-08-13,32,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,15.693890742957592,25.389943240937725
2026-08-13,2026-08-20,33,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,5.424365229904652,25.14998288835801
2026-08-20,2026-08-27,34,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,0.44354453682899475,17.622912749648094,25.531743167695538
2026-08-27,2026-09-03,35,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,1.6053415462374687,25.48059634254099
2026-09-03,2026-09-10,36,2026,P079,18.73508509851779,76.77797630952156,Latur,high,priority,,1.0800002664327621,25.30590082804366
2026-06-18,2026-06-25,25,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,0.08785203844308853,2.9725123792886734,29.645993169148824
2026-06-25,2026-07-02,26,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,40.47968916594982,25.428333445957776
2026-07-02,2026-07-09,27,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,2.201223611831665,23.962405686151385
2026-07-09,2026-07-16,28,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,4.301975280046463,25.7573222932362
2026-07-16,2026-07-23,29,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,48.76579895615578,24.210954103015695
2026-07-23,2026-07-30,30,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,11.493676044046879,24.35260189601354
2026-07-30,2026-08-06,31,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,29.053378596901894,24.209934307280093
2026-08-06,2026-08-13,32,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,8.160940773785114,24.53613697233658
2026-08-13,2026-08-20,33,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,6.049954205751419,24.32436904907229
2026-08-20,2026-08-27,34,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,7.091510526835918,24.65568522498728
2026-08-27,2026-09-03,35,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,2.044399358332157,24.573241896856416
2026-09-03,2026-09-10,36,2026,P080,18.46791697073923,76.3017674870198,Latur,high,priority,,0.12759754061698914,24.292066192626976
2026-06-18,2026-06-25,25,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,0.6123998165130615,3.2778567895293236,29.634658068702322
2026-06-25,2026-07-02,26,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,37.60368412733078,25.20096876961844
2026-07-02,2026-07-09,27,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,11.669830732047558,23.991760689871683
2026-07-09,2026-07-16,28,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,3.090169809758663,25.706622423444514
2026-07-16,2026-07-23,29,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,65.89915301650763,24.13667722429551
2026-07-23,2026-07-30,30,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,25.82998152822256,24.227822785150465
2026-07-30,2026-08-06,31,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,33.44628231227398,24.226559121268167
2026-08-06,2026-08-13,32,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,0.574266791343689,17.698660604655743,24.585430127098505
2026-08-13,2026-08-20,33,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,5.660668790340424,24.366279856363974
2026-08-20,2026-08-27,34,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,9.321671783924103,24.652988052368187
2026-08-27,2026-09-03,35,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,2.303237311542034,24.578054954892195
2026-09-03,2026-09-10,36,2026,P081,18.10355816947669,76.67701623054641,Latur,high,priority,,2.542378179728985,24.17784907023116
2026-06-18,2026-06-25,25,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,0.16370593011379242,3.6262730211019516,29.664710617065452
2026-06-25,2026-07-02,26,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,40.583529092371464,25.30305442810061
2026-07-02,2026-07-09,27,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,11.237737715244293,24.065944562639515
2026-07-09,2026-07-16,28,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,3.1161850318312645,25.809126608712347
2026-07-16,2026-07-23,29,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,66.96548968553543,24.194375792003882
2026-07-23,2026-07-30,30,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,24.80816239118576,24.27643002101354
2026-07-30,2026-08-06,31,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,35.66683558374643,24.26438929239913
2026-08-06,2026-08-13,32,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,16.10425227880478,24.627805964152003
2026-08-13,2026-08-20,33,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,5.503177687525749,24.399169086274696
2026-08-20,2026-08-27,34,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,10.571593053638935,24.697619283766983
2026-08-27,2026-09-03,35,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,0.5783475637435913,3.49512929469347,24.605700974237322
2026-09-03,2026-09-10,36,2026,P082,18.23907692673672,76.67831117252015,Latur,high,priority,,2.5164974853396416,24.252678171793605
2026-06-18,2026-06-25,25,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,0.07626023143529892,11.18301560729742,30.224094917660693
2026-06-25,2026-07-02,26,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,37.978792421519756,25.587524759201813
2026-07-02,2026-07-09,27,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,12.521515361964703,24.799087233770535
2026-07-09,2026-07-16,28,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,0.5986292064189911,26.767180924188494
2026-07-16,2026-07-23,29,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,87.47344699501991,24.862321290515695
2026-07-23,2026-07-30,30,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,49.05197188258171,24.73214756193613
2026-07-30,2026-08-06,31,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,46.8423525467515,24.788884735107445
2026-08-06,2026-08-13,32,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,0.7300971150398254,24.04749596863985,25.269814427693746
2026-08-13,2026-08-20,33,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,4.138176530599594,24.924687594459158
2026-08-20,2026-08-27,34,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,19.559975877404213,25.184319432576558
2026-08-27,2026-09-03,35,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,0.7374552488327026,5.934959337115288,25.13130086263027
2026-09-03,2026-09-10,36,2026,P083,18.36929014280681,77.19995973025816,Latur,high,priority,,3.7089154720306396,24.823560333251976
2026-06-18,2026-06-25,25,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,0.10739502310752869,6.960108682513237,29.707865378970155
2026-06-25,2026-07-02,26,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,37.674197755753994,25.406918825422053
2026-07-02,2026-07-09,27,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,10.135734736919403,24.363028826032405
2026-07-09,2026-07-16,28,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,0.5082845985889435,26.247393907819514
2026-07-16,2026-07-23,29,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,68.38731252402067,24.430773671468103
2026-07-23,2026-07-30,30,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,0.09988156706094742,28.462824389338493,24.439271817888596
2026-07-30,2026-08-06,31,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,49.76082005351782,24.422615668887147
2026-08-06,2026-08-13,32,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,16.022484824061394,24.7705817268008
2026-08-13,2026-08-20,33,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,5.708848871290684,24.519786180768733
2026-08-20,2026-08-27,34,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,13.853754460811615,24.807563945225354
2026-08-27,2026-09-03,35,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,4.53953243792057,24.72376040504099
2026-09-03,2026-09-10,36,2026,P084,18.463624680619493,76.82249738663205,Latur,high,priority,,1.7801535949110985,24.43199946085616
2026-06-18,2026-06-25,25,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,0.23776352405548096,3.8690282851457596,29.778898675101175
2026-06-25,2026-07-02,26,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,37.96556754410267,25.29226573762446
2026-07-02,2026-07-09,27,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,12.324095211923122,24.113110206240663
2026-07-09,2026-07-16,28,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,2.7723682895302773,25.83125039963494
2026-07-16,2026-07-23,29,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,66.59579915553331,24.226579103015695
2026-07-23,2026-07-30,30,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,27.787586584687233,24.29732148306715
2026-07-30,2026-08-06,31,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,35.137473434209824,24.31541468302413
2026-08-06,2026-08-13,32,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,18.946123749017715,24.693084516979354
2026-08-13,2026-08-20,33,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,6.297239780426025,24.459971727643733
2026-08-20,2026-08-27,34,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,10.491201549768448,24.74276204790391
2026-08-27,2026-09-03,35,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,0.5890322923660278,3.4048377573490143,24.65910964239214
2026-09-03,2026-09-10,36,2026,P085,18.147883987773707,76.77194494109243,Latur,high,priority,,3.0808936059474945,24.268181101481105
2026-06-18,2026-06-25,25,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,70.29638294875622,25.051940899803526
2026-06-25,2026-07-02,26,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,119.9273284599185,23.334839212326756
2026-07-02,2026-07-09,27,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,562.8626121729612,22.42018098377048
2026-07-09,2026-07-16,28,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,0.5513941049575806,7.695948019623756,23.64840069725409
2026-07-16,2026-07-23,29,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,184.8227416947484,22.74904004051581
2026-07-23,2026-07-30,30,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,164.1068876683712,22.852090363275465
2026-07-30,2026-08-06,31,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,247.24886079877615,22.878205326625277
2026-08-06,2026-08-13,32,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,88.35901018232107,22.828047779628207
2026-08-13,2026-08-20,33,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,87.27822795510292,22.597794923328195
2026-08-20,2026-08-27,34,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,44.525017373263836,22.971870585850354
2026-08-27,2026-09-03,35,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,65.81127750128508,22.68220999581473
2026-09-03,2026-09-10,36,2026,P147,17.927233301558573,73.94769952894042,Satara,case_study,case_study,,35.15161668509245,22.772005971272847
