system:index,GSMaP_Image_Count,Rainfall_GSMaP,Week_End,Week_Number,Week_Start,Year,point_id,.geo
0_00000000000000000092,168,0.0,2019-01-08,1.0,2019-01-01,2019,P147,"{""type"":""Point"",""coordinates"":[73.94769852026607,17.927231643141155]}"
0_0000000000000000003c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P061,"{""type"":""Point"",""coordinates"":[76.91766048140843,18.507855650411397]}"
0_0000000000000000003d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P062,"{""type"":""Point"",""coordinates"":[76.3487594508077,18.422405896924207]}"
0_0000000000000000003e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P063,"{""type"":""Point"",""coordinates"":[77.05646783810116,18.235391198742693]}"
0_0000000000000000003f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P064,"{""type"":""Point"",""coordinates"":[76.77240080549139,18.193056493341274]}"
0_00000000000000000040,168,0.0,2019-01-08,1.0,2019-01-01,2019,P065,"{""type"":""Point"",""coordinates"":[76.44266811899327,18.331355512513895]}"
0_00000000000000000041,168,0.0,2019-01-08,1.0,2019-01-01,2019,P066,"{""type"":""Point"",""coordinates"":[76.5352970251765,18.104739537876725]}"
0_00000000000000000042,168,0.0,2019-01-08,1.0,2019-01-01,2019,P067,"{""type"":""Point"",""coordinates"":[77.0569984711265,18.280552974211986]}"
0_00000000000000000043,168,0.0,2019-01-08,1.0,2019-01-01,2019,P068,"{""type"":""Point"",""coordinates"":[76.86595720469373,18.101823285787773]}"
0_00000000000000000044,168,0.0,2019-01-08,1.0,2019-01-01,2019,P069,"{""type"":""Point"",""coordinates"":[77.20284228928156,18.595075667016793]}"
0_00000000000000000045,168,0.0,2019-01-08,1.0,2019-01-01,2019,P070,"{""type"":""Point"",""coordinates"":[77.15322587185987,18.41499041187233]}"
0_00000000000000000046,168,0.0,2019-01-08,1.0,2019-01-01,2019,P071,"{""type"":""Point"",""coordinates"":[76.63019561379593,18.149138807065885]}"
0_00000000000000000047,168,0.0,2019-01-08,1.0,2019-01-01,2019,P072,"{""type"":""Point"",""coordinates"":[76.77331492120734,18.283393421583035]}"
0_00000000000000000048,168,0.0,2019-01-08,1.0,2019-01-01,2019,P073,"{""type"":""Point"",""coordinates"":[76.86453029235662,17.966315663874607]}"
0_00000000000000000049,168,0.0,2019-01-08,1.0,2019-01-01,2019,P074,"{""type"":""Point"",""coordinates"":[76.870318205524,18.50832831512306]}"
0_0000000000000000004a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P075,"{""type"":""Point"",""coordinates"":[77.20053247493588,18.41444640154381]}"
0_0000000000000000004b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P076,"{""type"":""Point"",""coordinates"":[76.25376722106614,18.377877313804504]}"
0_0000000000000000004c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P077,"{""type"":""Point"",""coordinates"":[76.5349046242838,18.059564385104267]}"
0_0000000000000000004d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P078,"{""type"":""Point"",""coordinates"":[76.96042326051098,18.1008824154655]}"
0_0000000000000000004e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P079,"{""type"":""Point"",""coordinates"":[76.77797468180819,18.73508698099394]}"
0_0000000000000000004f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P080,"{""type"":""Point"",""coordinates"":[76.3017694439065,18.46791548227568]}"
0_00000000000000000050,168,0.0,2019-01-08,1.0,2019-01-01,2019,P081,"{""type"":""Point"",""coordinates"":[76.67701617485712,18.10355787609756]}"
0_00000000000000000051,168,0.0,2019-01-08,1.0,2019-01-01,2019,P082,"{""type"":""Point"",""coordinates"":[76.67830931416262,18.23907887531389]}"
0_00000000000000000052,168,0.0,2019-01-08,1.0,2019-01-01,2019,P083,"{""type"":""Point"",""coordinates"":[77.19996171000103,18.369289085175563]}"
0_00000000000000000053,168,0.0,2019-01-08,1.0,2019-01-01,2019,P084,"{""type"":""Point"",""coordinates"":[76.82249880582684,18.46362582706226]}"
0_00000000000000000054,168,0.0,2019-01-08,1.0,2019-01-01,2019,P085,"{""type"":""Point"",""coordinates"":[76.77194597718393,18.14788579966987]}"
0_00000000000000000079,168,0.0,2019-01-08,1.0,2019-01-01,2019,P122,"{""type"":""Point"",""coordinates"":[73.8441448165019,17.88145897082753]}"
0_0000000000000000007a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P123,"{""type"":""Point"",""coordinates"":[74.27088970551878,17.386414030975025]}"
0_0000000000000000007b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P124,"{""type"":""Point"",""coordinates"":[74.647353771057,17.43262815429294]}"
0_0000000000000000007c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P125,"{""type"":""Point"",""coordinates"":[74.31728219287884,17.56734651531964]}"
0_0000000000000000007d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P126,"{""type"":""Point"",""coordinates"":[74.13053949986157,17.205080227535593]}"
0_0000000000000000007e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P127,"{""type"":""Point"",""coordinates"":[74.31694330119876,17.65773249367299]}"
0_0000000000000000007f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P128,"{""type"":""Point"",""coordinates"":[74.5517328080669,18.019949731345452]}"
0_00000000000000000080,168,0.0,2019-01-08,1.0,2019-01-01,2019,P129,"{""type"":""Point"",""coordinates"":[74.03192648006461,18.063234225271252]}"
0_00000000000000000081,168,0.0,2019-01-08,1.0,2019-01-01,2019,P130,"{""type"":""Point"",""coordinates"":[74.03436560834085,17.61135784271715]}"
0_00000000000000000082,168,0.0,2019-01-08,1.0,2019-01-01,2019,P131,"{""type"":""Point"",""coordinates"":[74.3171127470388,17.612539504496315]}"
0_00000000000000000083,168,0.0,2019-01-08,1.0,2019-01-01,2019,P132,"{""type"":""Point"",""coordinates"":[74.12817617630324,17.702176353872684]}"
0_00000000000000000084,168,0.0,2019-01-08,1.0,2019-01-01,2019,P133,"{""type"":""Point"",""coordinates"":[74.08329532420031,17.25006363896275]}"
0_00000000000000000085,168,0.0,2019-01-08,1.0,2019-01-01,2019,P134,"{""type"":""Point"",""coordinates"":[74.17634784498362,17.476429903940936]}"
0_00000000000000000086,168,0.0,2019-01-08,1.0,2019-01-01,2019,P135,"{""type"":""Point"",""coordinates"":[74.0801070669471,17.882716437324603]}"
0_00000000000000000087,168,0.0,2019-01-08,1.0,2019-01-01,2019,P136,"{""type"":""Point"",""coordinates"":[74.22149178404871,17.928520323345598]}"
0_00000000000000000088,168,0.0,2019-01-08,1.0,2019-01-01,2019,P137,"{""type"":""Point"",""coordinates"":[73.98648378122894,17.746687100588183]}"
0_00000000000000000089,168,0.0,2019-01-08,1.0,2019-01-01,2019,P138,"{""type"":""Point"",""coordinates"":[74.36423652697161,17.61269557303319]}"
0_0000000000000000008a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P139,"{""type"":""Point"",""coordinates"":[74.08126197411994,17.656773786946495]}"
0_0000000000000000008b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P140,"{""type"":""Point"",""coordinates"":[74.50462240543725,17.97464080554139]}"
0_0000000000000000008c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P141,"{""type"":""Point"",""coordinates"":[74.08239904488856,17.430826677467348]}"
0_0000000000000000008d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P142,"{""type"":""Point"",""coordinates"":[74.31538707493111,18.064447100757786]}"
0_0000000000000000008e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P143,"{""type"":""Point"",""coordinates"":[74.6468275971327,17.70379500755509]}"
0_0000000000000000008f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P144,"{""type"":""Point"",""coordinates"":[74.50474726026674,17.929452275465767]}"
0_00000000000000000090,168,0.0,2019-01-08,1.0,2019-01-01,2019,P145,"{""type"":""Point"",""coordinates"":[74.60017202281048,17.47773196144854]}"
0_00000000000000000091,168,0.0,2019-01-08,1.0,2019-01-01,2019,P146,"{""type"":""Point"",""coordinates"":[74.55218763637436,17.839182233739812]}"
0_00000000000000000000,168,0.0,2019-01-08,1.0,2019-01-01,2019,P001,"{""type"":""Point"",""coordinates"":[74.57045211428928,19.940457800458272]}"
0_00000000000000000001,168,0.0,2019-01-08,1.0,2019-01-01,2019,P002,"{""type"":""Point"",""coordinates"":[74.76302285238339,18.946729294293643]}"
0_00000000000000000002,168,0.0,2019-01-08,1.0,2019-01-01,2019,P003,"{""type"":""Point"",""coordinates"":[74.66892244285252,18.49469238410162]}"
0_00000000000000000003,168,0.0,2019-01-08,1.0,2019-01-01,2019,P004,"{""type"":""Point"",""coordinates"":[75.1420731965326,19.03720445466806]}"
0_00000000000000000004,168,0.0,2019-01-08,1.0,2019-01-01,2019,P005,"{""type"":""Point"",""coordinates"":[77.06560453615967,20.832153156317954]}"
0_00000000000000000005,168,0.0,2019-01-08,1.0,2019-01-01,2019,P006,"{""type"":""Point"",""coordinates"":[76.87349308547405,20.834360411339407]}"
0_00000000000000000006,168,0.0,2019-01-08,1.0,2019-01-01,2019,P007,"{""type"":""Point"",""coordinates"":[76.87574047240498,21.014976299509232]}"
0_00000000000000000007,168,0.0,2019-01-08,1.0,2019-01-01,2019,P008,"{""type"":""Point"",""coordinates"":[77.35372489162701,20.828434266039377]}"
0_00000000000000000008,168,0.0,2019-01-08,1.0,2019-01-01,2019,P009,"{""type"":""Point"",""coordinates"":[77.94039543992572,21.360971327549258]}"
0_00000000000000000009,168,0.0,2019-01-08,1.0,2019-01-01,2019,P010,"{""type"":""Point"",""coordinates"":[78.03301542790685,21.178803672212837]}"
0_0000000000000000000a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P011,"{""type"":""Point"",""coordinates"":[78.21764450702477,20.814388097721018]}"
0_0000000000000000000b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P012,"{""type"":""Point"",""coordinates"":[77.93681032267875,21.180502589714195]}"
0_0000000000000000000c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P013,"{""type"":""Point"",""coordinates"":[74.8570519162974,20.031289688916964]}"
0_0000000000000000000d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P014,"{""type"":""Point"",""coordinates"":[75.14270192978114,19.760185263069562]}"
0_0000000000000000000e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P015,"{""type"":""Point"",""coordinates"":[74.76157364454102,19.9408189876436]}"
0_0000000000000000000f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P016,"{""type"":""Point"",""coordinates"":[75.14262166596218,19.66981712112043]}"
0_00000000000000000010,168,0.0,2019-01-08,1.0,2019-01-01,2019,P017,"{""type"":""Point"",""coordinates"":[79.85576216552393,21.04613203856966]}"
0_00000000000000000011,168,0.0,2019-01-08,1.0,2019-01-01,2019,P018,"{""type"":""Point"",""coordinates"":[79.76852877161537,21.31897105472685]}"
0_00000000000000000012,168,0.0,2019-01-08,1.0,2019-01-01,2019,P019,"{""type"":""Point"",""coordinates"":[79.77144948280537,21.40900922319803]}"
0_00000000000000000013,168,0.0,2019-01-08,1.0,2019-01-01,2019,P020,"{""type"":""Point"",""coordinates"":[79.57074980349083,21.144196588937042]}"
0_00000000000000000014,168,0.0,2019-01-08,1.0,2019-01-01,2019,P021,"{""type"":""Point"",""coordinates"":[75.52108340877234,18.67502288980403]}"
0_00000000000000000015,168,0.0,2019-01-08,1.0,2019-01-01,2019,P022,"{""type"":""Point"",""coordinates"":[75.04699178476999,18.856499384477168]}"
0_00000000000000000016,168,0.0,2019-01-08,1.0,2019-01-01,2019,P023,"{""type"":""Point"",""coordinates"":[75.6175605191647,19.126596053486494]}"
0_00000000000000000017,168,0.0,2019-01-08,1.0,2019-01-01,2019,P024,"{""type"":""Point"",""coordinates"":[75.90084720909012,18.763955201213946]}"
0_00000000000000000018,168,0.0,2019-01-08,1.0,2019-01-01,2019,P025,"{""type"":""Point"",""coordinates"":[76.20164478885242,20.93073496240753]}"
0_00000000000000000019,168,0.0,2019-01-08,1.0,2019-01-01,2019,P026,"{""type"":""Point"",""coordinates"":[76.39311412898633,20.838939908121294]}"
0_0000000000000000001a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P027,"{""type"":""Point"",""coordinates"":[76.48742857536776,20.657476790751314]}"
0_0000000000000000001b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P028,"{""type"":""Point"",""coordinates"":[76.10222021266374,20.47967013624516]}"
0_0000000000000000001c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P029,"{""type"":""Point"",""coordinates"":[79.92829390325927,20.32317798477448]}"
0_0000000000000000001d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P030,"{""type"":""Point"",""coordinates"":[79.36304041732026,20.60872097983294]}"
0_0000000000000000001e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P031,"{""type"":""Point"",""coordinates"":[79.64732594588165,20.511160307884595]}"
0_0000000000000000001f,168,0.0,2019-01-08,1.0,2019-01-01,2019,P032,"{""type"":""Point"",""coordinates"":[79.74569817422172,20.598621115946884]}"
0_00000000000000000020,168,0.0,2019-01-08,1.0,2019-01-01,2019,P033,"{""type"":""Point"",""coordinates"":[75.14422248324037,21.38667804512237]}"
0_00000000000000000021,168,0.0,2019-01-08,1.0,2019-01-01,2019,P034,"{""type"":""Point"",""coordinates"":[74.75989256344387,21.025151968113196]}"
0_00000000000000000022,168,0.0,2019-01-08,1.0,2019-01-01,2019,P035,"{""type"":""Point"",""coordinates"":[74.85568743137505,21.477028350667293]}"
0_00000000000000000023,168,0.0,2019-01-08,1.0,2019-01-01,2019,P036,"{""type"":""Point"",""coordinates"":[74.37533522949364,20.933820660336515]}"
0_00000000000000000024,168,0.0,2019-01-08,1.0,2019-01-01,2019,P037,"{""type"":""Point"",""coordinates"":[79.91698116388667,19.963056524597132]}"
0_00000000000000000025,168,0.0,2019-01-08,1.0,2019-01-01,2019,P038,"{""type"":""Point"",""coordinates"":[79.88977172925856,19.062661462582188]}"
0_00000000000000000026,168,0.0,2019-01-08,1.0,2019-01-01,2019,P039,"{""type"":""Point"",""coordinates"":[79.9981368030594,19.510270485428137]}"
0_00000000000000000027,168,0.0,2019-01-08,1.0,2019-01-01,2019,P040,"{""type"":""Point"",""coordinates"":[80.00935144220881,19.870365190999156]}"
0_00000000000000000028,168,0.0,2019-01-08,1.0,2019-01-01,2019,P041,"{""type"":""Point"",""coordinates"":[80.1465044724107,21.127639946725598]}"
0_00000000000000000029,168,0.0,2019-01-08,1.0,2019-01-01,2019,P042,"{""type"":""Point"",""coordinates"":[80.15591763473452,21.397598383602258]}"
0_0000000000000000002a,168,0.0,2019-01-08,1.0,2019-01-01,2019,P043,"{""type"":""Point"",""coordinates"":[80.25847249986273,21.574548890706154]}"
0_0000000000000000002b,168,0.0,2019-01-08,1.0,2019-01-01,2019,P044,"{""type"":""Point"",""coordinates"":[80.34153217518526,21.211649410572516]}"
0_0000000000000000002c,168,0.0,2019-01-08,1.0,2019-01-01,2019,P045,"{""type"":""Point"",""coordinates"":[77.2407892392464,19.655900266732623]}"
0_0000000000000000002d,168,0.0,2019-01-08,1.0,2019-01-01,2019,P046,"{""type"":""Point"",""coordinates"":[77.1442675378435,19.566758377573187]}"
0_0000000000000000002e,168,0.0,2019-01-08,1.0,2019-01-01,2019,P047,"{""type"":""Point"",""coordinates"":[76.9526242927685,19.47860194974656]}"
