point_id,Year,Week_Number,Week_Start,Week_End,Rainfall_GSMaP,GSMaP_Image_Count
P038,2018,43,2018-10-22,2018-10-29,0.0,168
P038,2018,44,2018-10-29,2018-11-05,0.0,168
P038,2018,45,2018-11-05,2018-11-12,0.0,168
P038,2018,46,2018-11-12,2018-11-19,0.0,168
P038,2018,47,2018-11-19,2018-11-26,0.0,168
P038,2018,48,2018-11-26,2018-12-03,0.0,168
P038,2018,49,2018-12-03,2018-12-10,0.0,168
P038,2018,50,2018-12-10,2018-12-17,9.212875127792358,168
P038,2018,51,2018-12-17,2018-12-24,9.856758043169975,168
P038,2018,52,2018-12-24,2018-12-31,0.0,168
P038,2019,1,2019-01-01,2019-01-08,0.0,168
P038,2019,2,2019-01-08,2019-01-15,0.0,168
P038,2019,3,2019-01-15,2019-01-22,0.0,168
P038,2019,4,2019-01-22,2019-01-29,28.0359178557992,168
P038,2019,5,2019-01-29,2019-02-05,0.0,168
P038,2019,6,2019-02-05,2019-02-12,0.0,168
P038,2019,7,2019-02-12,2019-02-19,1.5797715485095978,168
P038,2019,8,2019-02-19,2019-02-26,0.0,168
P038,2019,9,2019-02-26,2019-03-05,0.0,168
P038,2019,10,2019-03-05,2019-03-12,0.0,168
P038,2019,11,2019-03-12,2019-03-19,0.0,168
P038,2019,12,2019-03-19,2019-03-26,1.1232761293649671,168
P038,2019,13,2019-03-26,2019-04-02,0.0,168
P038,2019,14,2019-04-02,2019-04-09,0.0,168
P038,2019,15,2019-04-09,2019-04-16,3.2398387268185616,168
P038,2019,16,2019-04-16,2019-04-23,0.5438415631651878,168
P038,2019,17,2019-04-23,2019-04-30,0.0,168
P038,2019,18,2019-04-30,2019-05-07,0.0,168
P038,2019,19,2019-05-07,2019-05-14,0.0,168
P038,2019,20,2019-05-14,2019-05-21,0.0,168
P038,2019,21,2019-05-21,2019-05-28,0.0,168
P038,2019,22,2019-05-28,2019-06-04,9.16868780553341,168
P038,2019,23,2019-06-04,2019-06-11,0.0,168
P038,2019,24,2019-06-11,2019-06-18,4.023932471871376,168
P038,2019,25,2019-06-18,2019-06-25,68.57083249092102,168
P038,2019,26,2019-06-25,2019-07-02,39.49859265983105,168
P038,2019,27,2019-07-02,2019-07-09,45.60135373473168,168
P038,2019,28,2019-07-09,2019-07-16,21.29861928522587,168
P038,2019,29,2019-07-16,2019-07-23,8.76300572603941,168
P038,2019,30,2019-07-23,2019-07-30,241.28494161367416,168
P038,2019,31,2019-07-30,2019-08-06,121.22803162783384,168
P038,2019,32,2019-08-06,2019-08-13,120.44291996210814,168
P038,2019,33,2019-08-13,2019-08-20,97.3528558909893,168
P038,2019,34,2019-08-20,2019-08-27,63.280901186168194,168
P038,2019,35,2019-08-27,2019-09-03,76.61125215888023,168
P038,2019,36,2019-09-03,2019-09-10,58.87028484046459,168
P038,2019,37,2019-09-10,2019-09-17,37.0663041099906,168
P038,2019,38,2019-09-17,2019-09-24,83.54118200391531,168
P038,2019,39,2019-09-24,2019-10-01,114.90360097587109,168
P038,2019,40,2019-10-01,2019-10-08,10.056056313216686,168
P038,2019,41,2019-10-08,2019-10-15,11.19015121459961,168
P038,2019,42,2019-10-15,2019-10-22,46.74192579835653,168
P038,2019,43,2019-10-22,2019-10-29,79.10749681293964,168
P038,2019,44,2019-10-29,2019-11-05,14.7940406575799,168
P038,2019,45,2019-11-05,2019-11-12,0.0,168
P038,2019,46,2019-11-12,2019-11-19,0.0,168
P038,2019,47,2019-11-19,2019-11-26,0.0,168
P038,2019,48,2019-11-26,2019-12-03,0.0,168
P038,2019,49,2019-12-03,2019-12-10,0.0,168
P038,2019,50,2019-12-10,2019-12-17,0.0,168
P038,2019,51,2019-12-17,2019-12-24,0.0,168
P038,2019,52,2019-12-24,2019-12-31,0.0,168
P038,2020,1,2020-01-01,2020-01-08,7.837160132825375,168
P038,2020,2,2020-01-08,2020-01-15,0.0,168
P038,2020,3,2020-01-15,2020-01-22,0.0,168
P038,2020,4,2020-01-22,2020-01-29,0.0,168
P038,2020,5,2020-01-29,2020-02-05,0.0,168
P038,2020,6,2020-02-05,2020-02-12,5.8633581548929214,168
P038,2020,7,2020-02-12,2020-02-19,0.0,168
P038,2020,8,2020-02-19,2020-02-26,0.0,168
P038,2020,9,2020-02-26,2020-03-04,0.0,168
P038,2020,10,2020-03-04,2020-03-11,12.211798772215843,168
P038,2020,11,2020-03-11,2020-03-18,1.9496063441038127,168
P038,2020,12,2020-03-18,2020-03-25,0.7465293779969215,168
P038,2020,13,2020-03-25,2020-04-01,1.0286239385604858,168
P038,2020,14,2020-04-01,2020-04-08,0.542124018073082,168
P038,2020,15,2020-04-08,2020-04-15,0.0,168
P038,2020,16,2020-04-15,2020-04-22,0.0,168
P038,2020,17,2020-04-22,2020-04-29,6.010135754942894,168
P038,2020,18,2020-04-29,2020-05-06,0.0,168
P038,2020,19,2020-05-06,2020-05-13,12.62019170820713,168
P038,2020,20,2020-05-13,2020-05-20,2.5273240506649017,168
P038,2020,21,2020-05-20,2020-05-27,0.0,168
P038,2020,22,2020-05-27,2020-06-03,57.08907742798328,168
P038,2020,23,2020-06-03,2020-06-10,13.33207943290472,168
P038,2020,24,2020-06-10,2020-06-17,162.76967155188322,168
P038,2020,25,2020-06-17,2020-06-24,34.807183265686035,168
P038,2020,26,2020-06-24,2020-07-01,20.30369384586811,168
P038,2020,27,2020-07-01,2020-07-08,106.90540082752705,168
P038,2020,28,2020-07-08,2020-07-15,86.93042667210102,168
P038,2020,29,2020-07-15,2020-07-22,112.42529302090406,168
P038,2020,30,2020-07-22,2020-07-29,122.22805243730544,168
P038,2020,31,2020-07-29,2020-08-05,70.32766952365637,168
P038,2020,32,2020-08-05,2020-08-12,78.22317556291819,168
P038,2020,33,2020-08-12,2020-08-19,248.5492126494646,168
P038,2020,34,2020-08-19,2020-08-26,125.76034969091415,168
P038,2020,35,2020-08-26,2020-09-02,26.13376335799694,168
P038,2020,36,2020-09-02,2020-09-09,37.40517999231815,168
P038,2020,37,2020-09-09,2020-09-16,72.98934257030487,168
P038,2020,38,2020-09-16,2020-09-23,87.62886718660593,168
P038,2020,39,2020-09-23,2020-09-30,38.32908725738525,168
P038,2020,40,2020-09-30,2020-10-07,4.433016121387482,168
P038,2020,41,2020-10-07,2020-10-14,70.14717629551888,168
P038,2020,42,2020-10-14,2020-10-21,25.63015080243349,168
P038,2020,43,2020-10-21,2020-10-28,0.0,168
P038,2020,44,2020-10-28,2020-11-04,0.0,168
P038,2020,45,2020-11-04,2020-11-11,0.0,168
P038,2020,46,2020-11-11,2020-11-18,0.0,168
P038,2020,47,2020-11-18,2020-11-25,0.0,168
P038,2020,48,2020-11-25,2020-12-02,0.9449306726455688,168
P038,2020,49,2020-12-02,2020-12-09,0.0,168
P038,2020,50,2020-12-09,2020-12-16,0.0,168
P038,2020,51,2020-12-16,2020-12-23,0.0,168
P038,2020,52,2020-12-23,2020-12-30,0.0,168
P038,2021,1,2021-01-01,2021-01-08,0.9652997329831124,168
P038,2021,2,2021-01-08,2021-01-15,0.0,168
P038,2021,3,2021-01-15,2021-01-22,0.0,168
P038,2021,4,2021-01-22,2021-01-29,0.0,168
P038,2021,5,2021-01-29,2021-02-05,0.0,168
P038,2021,6,2021-02-05,2021-02-12,0.0,168
P038,2021,7,2021-02-12,2021-02-19,0.3705538958311081,168
P038,2021,8,2021-02-19,2021-02-26,1.0927368849515915,168
P038,2021,9,2021-02-26,2021-03-05,0.0,168
P038,2021,10,2021-03-05,2021-03-12,0.0,168
P038,2021,11,2021-03-12,2021-03-19,0.0,168
P038,2021,12,2021-03-19,2021-03-26,0.0,168
P038,2021,13,2021-03-26,2021-04-02,0.0,168
P038,2021,14,2021-04-02,2021-04-09,0.0,168
P038,2021,15,2021-04-09,2021-04-16,3.700347401201725,168
P038,2021,16,2021-04-16,2021-04-23,0.5495693981647491,168
P038,2021,17,2021-04-23,2021-04-30,1.0259535238146782,168
P038,2021,18,2021-04-30,2021-05-07,1.9545447006821632,168
P038,2021,19,2021-05-07,2021-05-14,20.895446240901947,168
P038,2021,20,2021-05-14,2021-05-21,10.828204706311226,168
P038,2021,21,2021-05-21,2021-05-28,0.0,168
P038,2021,22,2021-05-28,2021-06-04,17.791144363582134,168
P038,2021,23,2021-06-04,2021-06-11,67.0402692258358,168
P038,2021,24,2021-06-11,2021-06-18,124.594022706151,168
P038,2021,25,2021-06-18,2021-06-25,15.276724055409431,168
P038,2021,26,2021-06-25,2021-07-02,116.67586784809828,168
P038,2021,27,2021-07-02,2021-07-09,76.12664893269539,168
P038,2021,28,2021-07-09,2021-07-16,95.35203360021114,168
P038,2021,29,2021-07-16,2021-07-23,170.17476567626,168
P038,2021,30,2021-07-23,2021-07-30,34.3009312748909,168
P038,2021,31,2021-07-30,2021-08-06,1.028671808540821,168
P038,2021,32,2021-08-06,2021-08-13,24.912760689854625,168
P038,2021,33,2021-08-13,2021-08-20,56.00457230210304,168
P038,2021,34,2021-08-20,2021-08-27,16.871441021561623,168
P038,2021,35,2021-08-27,2021-09-03,76.2457675114274,168
P038,2021,36,2021-09-03,2021-09-10,143.75766817480326,168
P038,2021,37,2021-09-10,2021-09-17,43.638146832585335,168
P038,2021,38,2021-09-17,2021-09-24,71.38006683439016,168
P038,2021,39,2021-09-24,2021-10-01,72.5210250094533,168
P038,2021,40,2021-10-01,2021-10-08,5.873479977250099,168
P038,2021,41,2021-10-08,2021-10-15,2.179841436445713,168
P038,2021,42,2021-10-15,2021-10-22,20.801105052232742,168
P038,2021,43,2021-10-22,2021-10-29,0.0,168
P038,2021,44,2021-10-29,2021-11-05,0.9764231666922568,168
P038,2021,45,2021-11-05,2021-11-12,0.0,168
P038,2021,46,2021-11-12,2021-11-19,32.57060783356428,168
P038,2021,47,2021-11-19,2021-11-26,5.141947895288467,168
P038,2021,48,2021-11-26,2021-12-03,0.0,168
P038,2021,49,2021-12-03,2021-12-10,0.0,168
P038,2021,50,2021-12-10,2021-12-17,0.0,168
P038,2021,51,2021-12-17,2021-12-24,0.0,168
P038,2021,52,2021-12-24,2021-12-31,4.054449073970318,168
P038,2022,1,2022-01-01,2022-01-08,0.0,168
P038,2022,2,2022-01-08,2022-01-15,55.53364558517933,168
P038,2022,3,2022-01-15,2022-01-22,78.18261751532555,168
P038,2022,4,2022-01-22,2022-01-29,0.0,168
P038,2022,5,2022-01-29,2022-02-05,0.0,168
P038,2022,6,2022-02-05,2022-02-12,0.0,168
P038,2022,7,2022-02-12,2022-02-19,0.0,168
P038,2022,8,2022-02-19,2022-02-26,0.0,168
P038,2022,9,2022-02-26,2022-03-05,0.0,168
P038,2022,10,2022-03-05,2022-03-12,0.0,168
P038,2022,11,2022-03-12,2022-03-19,0.0,168
P038,2022,12,2022-03-19,2022-03-26,0.0,168
P038,2022,13,2022-03-26,2022-04-02,0.0,168
P038,2022,14,2022-04-02,2022-04-09,0.0,168
P038,2022,15,2022-04-09,2022-04-16,0.0,168
P038,2022,16,2022-04-16,2022-04-23,0.0,168
P038,2022,17,2022-04-23,2022-04-30,0.0,168
P038,2022,18,2022-04-30,2022-05-07,7.6252060532569885,168
P038,2022,19,2022-05-07,2022-05-14,0.0,168
P038,2022,20,2022-05-14,2022-05-21,15.625406466424463,168
P038,2022,21,2022-05-21,2022-05-28,2.1415633484721184,168
P038,2022,22,2022-05-28,2022-06-04,0.94053465873003,168
P038,2022,23,2022-06-04,2022-06-11,14.746599316596985,168
P038,2022,24,2022-06-11,2022-06-18,59.63953141123056,168
P038,2022,25,2022-06-18,2022-06-25,89.26705166697502,168
P038,2022,26,2022-06-25,2022-07-02,32.46914774924517,168
P038,2022,27,2022-07-02,2022-07-09,157.10045510530472,168
P038,2022,28,2022-07-09,2022-07-16,553.9859208911657,168
P038,2022,29,2022-07-16,2022-07-23,98.77725926041605,168
P038,2022,30,2022-07-23,2022-07-30,81.48569207638502,168
P038,2022,31,2022-07-30,2022-08-06,72.9404281526804,168
P038,2022,32,2022-08-06,2022-08-13,184.02304938435557,168
P038,2022,33,2022-08-13,2022-08-20,89.5571507960558,168
P038,2022,34,2022-08-20,2022-08-27,7.781238354742527,168
P038,2022,35,2022-08-27,2022-09-03,29.86271525919437,168
P038,2022,36,2022-09-03,2022-09-10,120.99812661856411,168
P038,2022,37,2022-09-10,2022-09-17,89.55835133045912,168
P038,2022,38,2022-09-17,2022-09-24,37.94835802912712,168
P038,2022,39,2022-09-24,2022-10-01,20.207604810595512,168
P038,2022,40,2022-10-01,2022-10-08,4.16011431068182,168
P038,2022,41,2022-10-08,2022-10-15,15.036886028945446,168
P038,2022,42,2022-10-15,2022-10-22,18.78106778860092,168
P038,2022,43,2022-10-22,2022-10-29,0.0,168
P038,2022,44,2022-10-29,2022-11-05,0.0,168
P038,2022,45,2022-11-05,2022-11-12,0.0,168
P038,2022,46,2022-11-12,2022-11-19,0.0,168
P038,2022,47,2022-11-19,2022-11-26,0.0,168
P038,2022,48,2022-11-26,2022-12-03,0.0,168
P038,2022,49,2022-12-03,2022-12-10,0.0,168
P038,2022,50,2022-12-10,2022-12-17,0.4002977609634399,168
P038,2022,51,2022-12-17,2022-12-24,0.0,168
P038,2022,52,2022-12-24,2022-12-31,0.0,168
P038,2023,1,2023-01-01,2023-01-08,0.0,168
P038,2023,2,2023-01-08,2023-01-15,0.0,168
P038,2023,3,2023-01-15,2023-01-22,0.0,168
P038,2023,4,2023-01-22,2023-01-29,0.0,168
P038,2023,5,2023-01-29,2023-02-05,0.0,168
P038,2023,6,2023-02-05,2023-02-12,0.0,168
P038,2023,7,2023-02-12,2023-02-19,0.0,168
P038,2023,8,2023-02-19,2023-02-26,0.0,168
P038,2023,9,2023-02-26,2023-03-05,0.0,168
P038,2023,10,2023-03-05,2023-03-12,0.0,168
P038,2023,11,2023-03-12,2023-03-19,23.025551579892635,168
P038,2023,12,2023-03-19,2023-03-26,1.3204644173383713,168
P038,2023,13,2023-03-26,2023-04-02,0.0,168
P038,2023,14,2023-04-02,2023-04-09,0.0,168
P038,2023,15,2023-04-09,2023-04-16,0.0,168
P038,2023,16,2023-04-16,2023-04-23,8.436833202838898,168
P038,2023,17,2023-04-23,2023-04-30,17.892703257501125,168
P038,2023,18,2023-04-30,2023-05-07,78.57848162949085,168
P038,2023,19,2023-05-07,2023-05-14,0.0,168
P038,2023,20,2023-05-14,2023-05-21,0.0,168
P038,2023,21,2023-05-21,2023-05-28,1.0968381017446518,168
P038,2023,22,2023-05-28,2023-06-04,20.979737982153893,168
P038,2023,23,2023-06-04,2023-06-11,10.228068813681602,168
P038,2023,24,2023-06-11,2023-06-18,0.0,168
P038,2023,25,2023-06-18,2023-06-25,11.619163863360882,168
P038,2023,26,2023-06-25,2023-07-02,31.94262068718672,168
P038,2023,27,2023-07-02,2023-07-09,162.2182111144066,168
P038,2023,28,2023-07-09,2023-07-16,103.47872212529182,168
P038,2023,29,2023-07-16,2023-07-23,253.29756626486775,168
P038,2023,30,2023-07-23,2023-07-30,311.17869587242603,168
P038,2023,31,2023-07-30,2023-08-06,26.85011733323336,168
P038,2023,32,2023-08-06,2023-08-13,1.4197140708565712,168
P038,2023,33,2023-08-13,2023-08-20,89.65722998976707,168
P038,2023,34,2023-08-20,2023-08-27,26.44753511250019,168
P038,2023,35,2023-08-27,2023-09-03,3.02823257446289,168
P038,2023,36,2023-09-03,2023-09-10,121.77483535557984,168
P038,2023,37,2023-09-10,2023-09-17,23.994965687394146,168
P038,2023,38,2023-09-17,2023-09-24,54.73187229782343,168
P038,2023,39,2023-09-24,2023-10-01,27.355906642973423,168
P038,2023,40,2023-10-01,2023-10-08,8.41222333163023,168
P038,2023,41,2023-10-08,2023-10-15,0.0,168
P038,2023,42,2023-10-15,2023-10-22,0.0,168
P038,2023,43,2023-10-22,2023-10-29,0.0,168
P038,2023,44,2023-10-29,2023-11-05,0.0,168
P038,2023,45,2023-11-05,2023-11-12,0.0,168
P038,2023,46,2023-11-12,2023-11-19,0.0,168
P038,2023,47,2023-11-19,2023-11-26,0.1568751335144043,168
P038,2023,48,2023-11-26,2023-12-03,7.098754324018955,168
P038,2023,49,2023-12-03,2023-12-10,16.797417610883713,168
P038,2023,50,2023-12-10,2023-12-17,0.0,168
P038,2023,51,2023-12-17,2023-12-24,0.0,168
P038,2023,52,2023-12-24,2023-12-31,0.0,168
P038,2024,1,2024-01-01,2024-01-08,0.0,168
P038,2024,2,2024-01-08,2024-01-15,0.0,168
P038,2024,3,2024-01-15,2024-01-22,0.0,168
P038,2024,4,2024-01-22,2024-01-29,0.0,168
P038,2024,5,2024-01-29,2024-02-05,0.0,168
P038,2024,6,2024-02-05,2024-02-12,0.0,168
P038,2024,7,2024-02-12,2024-02-19,0.0,168
P038,2024,8,2024-02-19,2024-02-26,0.0,168
P038,2024,9,2024-02-26,2024-03-04,0.0,168
P038,2024,10,2024-03-04,2024-03-11,0.0,168
P038,2024,11,2024-03-11,2024-03-18,0.0,168
P038,2024,12,2024-03-18,2024-03-25,5.074439510703087,168
P038,2024,13,2024-03-25,2024-04-01,0.0,168
P038,2024,14,2024-04-01,2024-04-08,0.6988047584891319,168
P038,2024,15,2024-04-08,2024-04-15,3.199764743447304,168
P038,2024,16,2024-04-15,2024-04-22,0.0,168
P038,2024,17,2024-04-22,2024-04-29,1.6146098002791405,168
P038,2024,18,2024-04-29,2024-05-06,0.0,168
P038,2024,19,2024-05-06,2024-05-13,29.83186112344265,168
P038,2024,20,2024-05-13,2024-05-20,42.52962480485439,168
P038,2024,21,2024-05-20,2024-05-27,7.662502214312553,168
P038,2024,22,2024-05-27,2024-06-03,7.282525360584259,168
P038,2024,23,2024-06-03,2024-06-10,26.76076377183199,168
P038,2024,24,2024-06-10,2024-06-17,3.580436058342457,168
P038,2024,25,2024-06-17,2024-06-24,70.98147235810757,168
P038,2024,26,2024-06-24,2024-07-01,104.01470255851746,168
P038,2024,27,2024-07-01,2024-07-08,88.20112277567387,168
P038,2024,28,2024-07-08,2024-07-15,82.87468959391117,168
P038,2024,29,2024-07-15,2024-07-22,261.57239930331707,168
P038,2024,30,2024-07-22,2024-07-29,168.3006382957101,168
P038,2024,31,2024-07-29,2024-08-05,74.12417493760586,168
P038,2024,32,2024-08-05,2024-08-12,63.355963081121445,168
P038,2024,33,2024-08-12,2024-08-19,22.40833878517151,168
P038,2024,34,2024-08-19,2024-08-26,74.25356846302748,168
P038,2024,35,2024-08-26,2024-09-02,99.65199365466832,168
P038,2024,36,2024-09-02,2024-09-09,41.95609591901302,168
P038,2024,37,2024-09-09,2024-09-16,20.85566369444132,168
P038,2024,38,2024-09-16,2024-09-23,11.733879417181017,168
P038,2024,39,2024-09-23,2024-09-30,47.43158137053251,168
P038,2024,40,2024-09-30,2024-10-07,9.230199813842772,168
P038,2024,41,2024-10-07,2024-10-14,15.808712251484394,168
P038,2024,42,2024-10-14,2024-10-21,7.247246623039246,168
P038,2024,43,2024-10-21,2024-10-28,3.721832863986492,168
P038,2024,44,2024-10-28,2024-11-04,4.720248684287071,168
P038,2024,45,2024-11-04,2024-11-11,0.0,168
P038,2024,46,2024-11-11,2024-11-18,0.0,168
P038,2024,47,2024-11-18,2024-11-25,0.0,168
P038,2024,48,2024-11-25,2024-12-02,0.0,168
P038,2024,49,2024-12-02,2024-12-09,3.7118371352553368,168
P038,2024,50,2024-12-09,2024-12-16,0.0,168
P038,2024,51,2024-12-16,2024-12-23,0.0,168
P038,2024,52,2024-12-23,2024-12-30,1.8982401341199877,168
P038,2025,1,2025-01-01,2025-01-08,0.0,168
P038,2025,2,2025-01-08,2025-01-15,0.0,168
P038,2025,3,2025-01-15,2025-01-22,0.0,168
P038,2025,4,2025-01-22,2025-01-29,0.0,168
P038,2025,5,2025-01-29,2025-02-05,0.0,168
P038,2025,6,2025-02-05,2025-02-12,0.0,168
P038,2025,7,2025-02-12,2025-02-19,0.0,168
P038,2025,8,2025-02-19,2025-02-26,0.0,168
P038,2025,9,2025-02-26,2025-03-05,0.0,168
P038,2025,10,2025-03-05,2025-03-12,0.0,168
P038,2025,11,2025-03-12,2025-03-19,0.0,168
P038,2025,12,2025-03-19,2025-03-26,5.594020873308182,168
P038,2025,13,2025-03-26,2025-04-02,0.0,168
P038,2025,14,2025-04-02,2025-04-09,0.7283479422330856,168
P038,2025,15,2025-04-09,2025-04-16,0.5888597071170807,168
P038,2025,16,2025-04-16,2025-04-23,1.0299179255962372,168
P038,2025,17,2025-04-23,2025-04-30,0.9966353625059128,168
P038,2025,18,2025-04-30,2025-05-07,9.410348124802113,168
P038,2025,19,2025-05-07,2025-05-14,13.162132784724236,168
P038,2025,20,2025-05-14,2025-05-21,12.24856847524643,168
P038,2025,21,2025-05-21,2025-05-28,107.62106449902058,168
P038,2025,22,2025-05-28,2025-06-04,7.45398685336113,168
P038,2025,23,2025-06-04,2025-06-11,28.511319682002068,168
P038,2025,24,2025-06-11,2025-06-18,22.67284896224737,168
P038,2025,25,2025-06-18,2025-06-25,46.49671449512243,168
P038,2025,26,2025-06-25,2025-07-02,85.07330500334501,168
P038,2025,27,2025-07-02,2025-07-09,84.56696363538504,168
P038,2025,28,2025-07-09,2025-07-16,13.546103596687315,168
P038,2025,29,2025-07-16,2025-07-23,104.4073802381754,168
P038,2025,30,2025-07-23,2025-07-30,117.45143585652112,168
P038,2025,31,2025-07-30,2025-08-06,9.279834643006325,168
P038,2025,32,2025-08-06,2025-08-13,128.39981698989868,168
P038,2025,33,2025-08-13,2025-08-20,178.5842933356762,168
P038,2025,34,2025-08-20,2025-08-27,19.405645787715912,168
P038,2025,35,2025-08-27,2025-09-03,96.54863103479148,168
P038,2025,36,2025-09-03,2025-09-10,36.6217605099082,168
P038,2025,37,2025-09-10,2025-09-17,74.81423210352659,168
P038,2025,38,2025-09-17,2025-09-24,33.3860157802701,168
P038,2025,39,2025-09-24,2025-10-01,100.22974327206612,168
P038,2025,40,2025-10-01,2025-10-08,20.02560929954052,168
P038,2025,41,2025-10-08,2025-10-15,3.8794527798891063,168
P038,2025,42,2025-10-15,2025-10-22,4.633115187287331,168
P038,2025,43,2025-10-22,2025-10-29,18.89962864667177,168
P038,2025,44,2025-10-29,2025-11-05,78.56895750015974,168
P038,2025,45,2025-11-05,2025-11-12,0.5478615462779999,168
P038,2025,46,2025-11-12,2025-11-19,0.0,168
P038,2025,47,2025-11-19,2025-11-26,0.0,168
P038,2025,48,2025-11-26,2025-12-03,0.0,168
P038,2025,49,2025-12-03,2025-12-10,0.0,168
P038,2025,50,2025-12-10,2025-12-17,0.0,168
P038,2025,51,2025-12-17,2025-12-24,0.0,168
P038,2025,52,2025-12-24,2025-12-31,0.0,168
P039,2017,1,2017-01-01,2017-01-08,0.0,168
P039,2017,2,2017-01-08,2017-01-15,0.0,168
P039,2017,3,2017-01-15,2017-01-22,0.0,168
P039,2017,4,2017-01-22,2017-01-29,0.0,168
P039,2017,5,2017-01-29,2017-02-05,0.0,168
P039,2017,6,2017-02-05,2017-02-12,0.0,168
P039,2017,7,2017-02-12,2017-02-19,0.0,168
P039,2017,8,2017-02-19,2017-02-26,0.0,168
P039,2017,9,2017-02-26,2017-03-05,0.0,168
P039,2017,10,2017-03-05,2017-03-12,6.737467601895332,168
P039,2017,11,2017-03-12,2017-03-19,15.978250205516815,168
P039,2017,12,2017-03-19,2017-03-26,0.0,168
P039,2017,13,2017-03-26,2017-04-02,0.0,168
P039,2017,14,2017-04-02,2017-04-09,0.0,168
P039,2017,15,2017-04-09,2017-04-16,0.0,168
P039,2017,16,2017-04-16,2017-04-23,0.0,168
P039,2017,17,2017-04-23,2017-04-30,0.0,168
P039,2017,18,2017-04-30,2017-05-07,0.0,168
P039,2017,19,2017-05-07,2017-05-14,13.07993385195732,168
P039,2017,20,2017-05-14,2017-05-21,5.110592752695084,168
P039,2017,21,2017-05-21,2017-05-28,3.173569902777672,168
P039,2017,22,2017-05-28,2017-06-04,19.61060530692339,168
P039,2017,23,2017-06-04,2017-06-11,42.5338386669755,168
P039,2017,24,2017-06-11,2017-06-18,49.70766536891461,168
P039,2017,25,2017-06-18,2017-06-25,52.42302107810974,168
P039,2017,26,2017-06-25,2017-07-02,83.75621646642685,168
P039,2017,27,2017-07-02,2017-07-09,37.63572307676077,168
P039,2017,28,2017-07-09,2017-07-16,73.76936310529709,168
P039,2017,29,2017-07-16,2017-07-23,131.58963817358017,168
P039,2017,30,2017-07-23,2017-07-30,17.71122708916664,168
P039,2017,31,2017-07-30,2017-08-06,2.853052578866482,168
P039,2017,32,2017-08-06,2017-08-13,55.2933712080121,168
P039,2017,33,2017-08-13,2017-08-20,68.52257734537125,168
P039,2017,34,2017-08-20,2017-08-27,17.34775322675705,168
P039,2017,35,2017-08-27,2017-09-03,49.47028929740191,168
P039,2017,36,2017-09-03,2017-09-10,30.58891505748033,168
P039,2017,37,2017-09-10,2017-09-17,31.57941523194313,168
P039,2017,38,2017-09-17,2017-09-24,33.70749580860138,168
P039,2017,39,2017-09-24,2017-10-01,18.247005820274357,168
P039,2017,40,2017-10-01,2017-10-08,30.48041846603155,168
P039,2017,41,2017-10-08,2017-10-15,54.77048182487488,168
P039,2017,42,2017-10-15,2017-10-22,2.1850592494010925,168
P039,2017,43,2017-10-22,2017-10-29,0.0,168
P039,2017,44,2017-10-29,2017-11-05,0.0,168
P039,2017,45,2017-11-05,2017-11-12,0.0,168
P039,2017,46,2017-11-12,2017-11-19,0.0,168
P039,2017,47,2017-11-19,2017-11-26,7.989791214466095,168
P039,2017,48,2017-11-26,2017-12-03,0.0,168
P039,2017,49,2017-12-03,2017-12-10,0.0,168
P039,2017,50,2017-12-10,2017-12-17,0.0,168
P039,2017,51,2017-12-17,2017-12-24,0.0,168
P039,2017,52,2017-12-24,2017-12-31,0.0,168
P039,2018,1,2018-01-01,2018-01-08,0.0,168
P039,2018,2,2018-01-08,2018-01-15,0.0,168
P039,2018,3,2018-01-15,2018-01-22,0.0,168
P039,2018,4,2018-01-22,2018-01-29,0.0,168
P039,2018,5,2018-01-29,2018-02-05,0.0,168
P039,2018,6,2018-02-05,2018-02-12,0.0,168
P039,2018,7,2018-02-12,2018-02-19,17.554326593875885,168
P039,2018,8,2018-02-19,2018-02-26,0.0,168
P039,2018,9,2018-02-26,2018-03-05,0.0,168
P039,2018,10,2018-03-05,2018-03-12,0.0,168
P039,2018,11,2018-03-12,2018-03-19,4.279168993234634,168
P039,2018,12,2018-03-19,2018-03-26,0.0,168
P039,2018,13,2018-03-26,2018-04-02,0.0,168
P039,2018,14,2018-04-02,2018-04-09,2.1746599823236465,168
P039,2018,15,2018-04-09,2018-04-16,7.949992723762989,168
P039,2018,16,2018-04-16,2018-04-23,0.0,168
P039,2018,17,2018-04-23,2018-04-30,0.0,168
P039,2018,18,2018-04-30,2018-05-07,4.791423752903938,168
P039,2018,19,2018-05-07,2018-05-14,6.741918161511421,168
P039,2018,20,2018-05-14,2018-05-21,0.8962312638759613,168
P039,2018,21,2018-05-21,2018-05-28,2.124308481812477,168
P039,2018,22,2018-05-28,2018-06-04,26.07045816630125,168
P039,2018,23,2018-06-04,2018-06-11,45.10765552520752,168
P039,2018,24,2018-06-11,2018-06-18,24.166786551475525,168
P039,2018,25,2018-06-18,2018-06-25,29.102074034512043,168
P039,2018,26,2018-06-25,2018-07-02,80.77808050066233,168
P039,2018,27,2018-07-02,2018-07-09,178.77294766157866,168
P039,2018,28,2018-07-09,2018-07-16,122.31629807502031,168
P039,2018,29,2018-07-16,2018-07-23,81.09327086806297,168
P039,2018,30,2018-07-23,2018-07-30,9.846686236560345,168
P039,2018,31,2018-07-30,2018-08-06,0.0,168
P039,2018,32,2018-08-06,2018-08-13,174.89595171064138,168
P039,2018,33,2018-08-13,2018-08-20,136.58044543862343,168
