system:index,GSMaP_Image_Count,Rainfall_GSMaP,Week_End,Week_Number,Week_Start,Year,point_id,.geo
0_00000000000000000092,168,0.0,2018-01-08,1.0,2018-01-01,2018,P147,"{""type"":""Point"",""coordinates"":[73.94769852026607,17.927231643141155]}"
0_0000000000000000003c,168,0.0,2018-01-08,1.0,2018-01-01,2018,P061,"{""type"":""Point"",""coordinates"":[76.91766048140843,18.507855650411397]}"
0_0000000000000000003d,168,0.0,2018-01-08,1.0,2018-01-01,2018,P062,"{""type"":""Point"",""coordinates"":[76.3487594508077,18.422405896924207]}"
0_0000000000000000003e,168,0.0,2018-01-08,1.0,2018-01-01,2018,P063,"{""type"":""Point"",""coordinates"":[77.05646783810116,18.235391198742693]}"
0_0000000000000000003f,168,0.0,2018-01-08,1.0,2018-01-01,2018,P064,"{""type"":""Point"",""coordinates"":[76.77240080549139,18.193056493341274]}"
0_00000000000000000040,168,0.0,2018-01-08,1.0,2018-01-01,2018,P065,"{""type"":""Point"",""coordinates"":[76.44266811899327,18.331355512513895]}"
0_00000000000000000041,168,0.0,2018-01-08,1.0,2018-01-01,2018,P066,"{""type"":""Point"",""coordinates"":[76.5352970251765,18.104739537876725]}"
0_00000000000000000042,168,0.0,2018-01-08,1.0,2018-01-01,2018,P067,"{""type"":""Point"",""coordinates"":[77.0569984711265,18.280552974211986]}"
0_00000000000000000043,168,0.0,2018-01-08,1.0,2018-01-01,2018,P068,"{""type"":""Point"",""coordinates"":[76.86595720469373,18.101823285787773]}"
0_00000000000000000044,168,0.0,2018-01-08,1.0,2018-01-01,2018,P069,"{""type"":""Point"",""coordinates"":[77.20284228928156,18.595075667016793]}"
0_00000000000000000045,168,0.0,2018-01-08,1.0,2018-01-01,2018,P070,"{""type"":""Point"",""coordinates"":[77.15322587185987,18.41499041187233]}"
0_00000000000000000046,168,0.0,2018-01-08,1.0,2018-01-01,2018,P071,"{""type"":""Point"",""coordinates"":[76.63019561379593,18.149138807065885]}"
0_00000000000000000047,168,0.0,2018-01-08,1.0,2018-01-01,2018,P072,"{""type"":""Point"",""coordinates"":[76.77331492120734,18.283393421583035]}"
0_00000000000000000048,168,0.0,2018-01-08,1.0,2018-01-01,2018,P073,"{""type"":""Point"",""coordinates"":[76.86453029235662,17.966315663874607]}"
0_00000000000000000049,168,0.0,2018-01-08,1.0,2018-01-01,2018,P074,"{""type"":""Point"",""coordinates"":[76.870318205524,18.50832831512306]}"
0_0000000000000000004a,168,0.0,2018-01-08,1.0,2018-01-01,2018,P075,"{""type"":""Point"",""coordinates"":[77.20053247493588,18.41444640154381]}"
0_0000000000000000004b,168,0.0,2018-01-08,1.0,2018-01-01,2018,P076,"{""type"":""Point"",""coordinates"":[76.25376722106614,18.377877313804504]}"
0_0000000000000000004c,168,0.0,2018-01-08,1.0,2018-01-01,2018,P077,"{""type"":""Point"",""coordinates"":[76.5349046242838,18.059564385104267]}"
0_0000000000000000004d,168,0.0,2018-01-08,1.0,2018-01-01,2018,P078,"{""type"":""Point"",""coordinates"":[76.96042326051098,18.1008824154655]}"
0_0000000000000000004e,168,0.0,2018-01-08,1.0,2018-01-01,2018,P079,"{""type"":""Point"",""coordinates"":[76.77797468180819,18.73508698099394]}"
0_0000000000000000004f,168,0.0,2018-01-08,1.0,2018-01-01,2018,P080,"{""type"":""Point"",""coordinates"":[76.3017694439065,18.46791548227568]}"
0_00000000000000000050,168,0.0,2018-01-08,1.0,2018-01-01,2018,P081,"{""type"":""Point"",""coordinates"":[76.67701617485712,18.10355787609756]}"
0_00000000000000000051,168,0.0,2018-01-08,1.0,2018-01-01,2018,P082,"{""type"":""Point"",""coordinates"":[76.67830931416262,18.23907887531389]}"
0_00000000000000000052,168,0.0,2018-01-08,1.0,2018-01-01,2018,P083,"{""type"":""Point"",""coordinates"":[77.19996171000103,18.369289085175563]}"
0_00000000000000000053,168,0.0,2018-01-08,1.0,2018-01-01,2018,P084,"{""type"":""Point"",""coordinates"":[76.82249880582684,18.46362582706226]}"
0_00000000000000000054,168,0.0,2018-01-08,1.0,2018-01-01,2018,P085,"{""type"":""Point"",""coordinates"":[76.77194597718393,18.14788579966987]}"
0_00000000000000000079,168,0.0,2018-01-08,1.0,2018-01-01,2018,P122,"{""type"":""Point"",""coordinates"":[73.8441448165019,17.88145897082753]}"
0_0000000000000000007a,168,0.0,2018-01-08,1.0,2018-01-01,2018,P123,"{""type"":""Point"",""coordinates"":[74.27088970551878,17.386414030975025]}"
0_0000000000000000007b,168,0.0,2018-01-08,1.0,2018-01-01,2018,P124,"{""type"":""Point"",""coordinates"":[74.647353771057,17.43262815429294]}"
0_0000000000000000007c,168,0.0,2018-01-08,1.0,2018-01-01,2018,P125,"{""type"":""Point"",""coordinates"":[74.31728219287884,17.56734651531964]}"
0_0000000000000000007d,168,0.0,2018-01-08,1.0,2018-01-01,2018,P126,"{""type"":""Point"",""coordinates"":[74.13053949986157,17.205080227535593]}"
0_0000000000000000007e,168,0.0,2018-01-08,1.0,2018-01-01,2018,P127,"{""type"":""Point"",""coordinates"":[74.31694330119876,17.65773249367299]}"
0_0000000000000000007f,168,0.0,2018-01-08,1.0,2018-01-01,2018,P128,"{""type"":""Point"",""coordinates"":[74.5517328080669,18.019949731345452]}"
0_00000000000000000080,168,0.0,2018-01-08,1.0,2018-01-01,2018,P129,"{""type"":""Point"",""coordinates"":[74.03192648006461,18.063234225271252]}"
0_00000000000000000081,168,0.0,2018-01-08,1.0,2018-01-01,2018,P130,"{""type"":""Point"",""coordinates"":[74.03436560834085,17.61135784271715]}"
0_00000000000000000082,168,0.0,2018-01-08,1.0,2018-01-01,2018,P131,"{""type"":""Point"",""coordinates"":[74.3171127470388,17.612539504496315]}"
