Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,NDVI,NDVI_Valid,Sentinel2_Images,Cloud_Probability_Threshold,Scene_Cloud_Threshold,study_area,dataset
2025-07-02,2025-07-09,27.0,2025,P063,18.235391198742693,77.05646783810116,Latur,high,priority,0.15540911257266998,1,2,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-02,2025-07-09,27.0,2025,P067,18.280552974211986,77.0569984711265,Latur,high,priority,0.4606741666793823,1,2,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-02,2025-07-09,27.0,2025,P083,18.369289085175563,77.19996171000103,Latur,high,priority,0.4860914647579193,1,2,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-02,2025-07-09,27.0,2025,P103,17.76644983645705,76.46164605307673,Osmanabad,normal,statewide,0.304964542388916,1,2,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P061,18.507855650411397,76.91766048140843,Latur,high,priority,0.5418251156806946,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P124,17.43262815429294,74.647353771057,Satara,high,priority,0.22452743351459503,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P126,17.205080227535593,74.13053949986157,Satara,high,priority,0.6467589139938354,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P129,18.063234225271252,74.03192648006461,Satara,high,priority,0.36617210507392883,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P131,17.612539504496315,74.3171127470388,Satara,high,priority,0.5714285969734192,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P138,17.61269557303319,74.36423652697161,Satara,high,priority,0.37128713726997375,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P139,17.656773786946495,74.08126197411994,Satara,high,priority,0.33140209317207336,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P142,18.064447100757786,74.31538707493111,Satara,high,priority,0.5660251975059509,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P145,17.47773196144854,74.60017202281048,Satara,high,priority,0.3430051803588867,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P037,19.963056524597132,79.91698116388667,Garhchiroli,normal,statewide,0.07563025504350662,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P060,16.414811584237594,74.29802779453004,Kolhapur,normal,statewide,0.3373945653438568,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P093,18.93564842817583,77.04115528508362,Nanded,normal,statewide,0.055381398648023605,1,32,65,80,Maharashtra,Sentinel-2 NDVI
2025-07-09,2025-07-16,28.0,2025,P101,20.029015547379707,74.09216447619562,Nashik,normal,statewide,0.6242148280143738,1,32,65,80,Maharashtra,Sentinel-2 NDVI
