Week_Start,Week_End,Week_Number,Year,point_id,latitude,longitude,district,sampling_priority,region_type,NDVI,NDVI_Valid,Sentinel2_Images,Cloud_Probability_Threshold,Scene_Cloud_Threshold,study_area,dataset
2020-01-01,2020-01-08,1.0,2020,P147,17.927231643141155,73.94769852026607,Satara,case_study,case_study,0.49382081627845764,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P061,18.507855650411397,76.91766048140843,Latur,high,priority,0.3614579141139984,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P062,18.422405896924207,76.3487594508077,Latur,high,priority,0.28482115268707275,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P063,18.235391198742693,77.05646783810116,Latur,high,priority,0.48840686678886414,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P064,18.193056493341274,76.77240080549139,Latur,high,priority,0.31341055035591125,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P065,18.331355512513895,76.44266811899327,Latur,high,priority,0.5260483026504517,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P066,18.104739537876725,76.5352970251765,Latur,high,priority,0.504208505153656,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P069,18.595075667016793,77.20284228928156,Latur,high,priority,0.3401617109775543,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P070,18.41499041187233,77.15322587185987,Latur,high,priority,0.3423976004123688,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P071,18.149138807065885,76.63019561379593,Latur,high,priority,0.6899563074111938,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P072,18.283393421583035,76.77331492120734,Latur,high,priority,0.4605809152126312,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P073,17.966315663874607,76.86453029235662,Latur,high,priority,0.22527794539928436,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P074,18.50832831512306,76.870318205524,Latur,high,priority,0.46376076340675354,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P075,18.41444640154381,77.20053247493588,Latur,high,priority,0.36943355202674866,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P076,18.377877313804504,76.25376722106614,Latur,high,priority,0.41032692790031433,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P077,18.059564385104267,76.5349046242838,Latur,high,priority,0.6416385769844055,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P079,18.73508698099394,76.77797468180819,Latur,high,priority,0.4612662196159363,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P080,18.46791548227568,76.3017694439065,Latur,high,priority,0.22575250267982483,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P083,18.369289085175563,77.19996171000103,Latur,high,priority,0.25800248980522156,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P084,18.46362582706226,76.82249880582684,Latur,high,priority,0.3020603060722351,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P085,18.14788579966987,76.77194597718393,Latur,high,priority,0.504623532295227,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P122,17.88145897082753,73.8441448165019,Satara,high,priority,0.6309487223625183,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P123,17.386414030975025,74.27088970551878,Satara,high,priority,0.25178277492523193,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P124,17.43262815429294,74.647353771057,Satara,high,priority,0.10955056548118591,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P125,17.56734651531964,74.31728219287884,Satara,high,priority,0.5028037428855896,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P126,17.205080227535593,74.13053949986157,Satara,high,priority,0.5567373633384705,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P127,17.65773249367299,74.31694330119876,Satara,high,priority,0.2786529064178467,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P129,18.063234225271252,74.03192648006461,Satara,high,priority,0.15517733991146088,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P131,17.612539504496315,74.3171127470388,Satara,high,priority,0.5335808396339417,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P133,17.25006363896275,74.08329532420031,Satara,high,priority,0.44500812888145447,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P134,17.476429903940936,74.17634784498362,Satara,high,priority,0.5785737037658691,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P135,17.882716437324603,74.0801070669471,Satara,high,priority,0.34429365396499634,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P136,17.928520323345598,74.22149178404871,Satara,high,priority,0.3610810935497284,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P138,17.61269557303319,74.36423652697161,Satara,high,priority,0.27848100662231445,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P140,17.97464080554139,74.50462240543725,Satara,high,priority,0.4132138788700104,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P142,18.064447100757786,74.31538707493111,Satara,high,priority,0.4356832206249237,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P143,17.70379500755509,74.6468275971327,Satara,high,priority,0.21876369416713715,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P144,17.929452275465767,74.50474726026674,Satara,high,priority,0.25080907344818115,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P145,17.47773196144854,74.60017202281048,Satara,high,priority,0.5861103534698486,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P146,17.839182233739812,74.55218763637436,Satara,high,priority,0.24937531352043152,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P001,19.940457800458272,74.57045211428928,Ahmednagar,normal,statewide,0.5565489530563354,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P002,18.946729294293643,74.76302285238339,Ahmednagar,normal,statewide,0.3240106701850891,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P003,18.49469238410162,74.66892244285252,Ahmednagar,normal,statewide,0.10597015172243118,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P004,19.03720445466806,75.1420731965326,Ahmednagar,normal,statewide,0.30723291635513306,1,63,65,80,Maharashtra,Sentinel-2 NDVI
2020-01-01,2020-01-08,1.0,2020,P009,21.360971327549258,77.94039543992572,Amravati,normal,statewide,0.3209618926048279,1,63,65,80,Maharashtra,Sentinel-2 NDVI
