Comparable_Records,Pearson_Correlation,MAE_mm,RMSE_mm,Mean_Bias_GSMaP_minus_CHIRPS_mm,CHIRPS_Mean_mm,GSMaP_Mean_mm,CHIRPS_Median_mm,GSMaP_Median_mm
182,0.7069908740306233,20.990876863209103,35.90271388723626,-9.569995406974147,41.95846828916571,32.38847288219156,45.26134753227234,25.18465357646346
